,Company Name,Rating,Sector,Size,Job Description,Industry,Job Title,Revenue,Type of Ownership,Salary Estimate,Founded,Location
513,Varsity Tutors,4.1,Information Technology,201 to 500 Employees,"New Brunswick Data Science Expert Jobs
The new school year is almost here. With summer learning loss being a bigger problem than ever before, the Varsity Tutors platform has thousands of students looking for online Data Science experts nationally and in New Brunswick. As an expert who uses the Varsity Tutors platform, you can earn good money and choose your own schedule while making a fundamental difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid up to 2x per week.
Teach as much or as little as you want.
Share your knowledge with large groups of students.",Internet,New Brunswick Data Science Instructor Jobs,Unknown / Non-Applicable,Company - Private,$73K - $148K (Glassdoor est.),2007,"New Brunswick, NJ"
514,Cenlar FSB,4.1,Information Technology,201 to 500 Employees,"New Brunswick Data Science Instructor Jobs
With the new school year approaching, the Varsity Tutors platform has thousands of students looking for online Data Science instructors nationally and in New Brunswick. As an instructor who uses the Varsity Tutors platform, you can earn good money teaching small groups of students, choose your own hours, and truly make a difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid 2x per week.
Choose to tutor as much or as little as you want.
Set your own hours and schedule.",Internet,Data Engineer,Unknown / Non-Applicable,Company - Private,$73K - $148K (Glassdoor est.),2007,"Ewing, NJ"
515,SubjectWell,4.5,,1 to 50 Employees,"Data Engineer
Start something good. Empower your career. Become an employee owner at Cenlar.
Employee owners have made Cenlar the nation’s leading mortgage loan subservicer. Our unique culture is defined by our core values of respect, trust, integrity and care. Company ownership, a promote-from-within philosophy, and opportunities for continuous professional growth make Cenlar a great place to launch or boost your career. Consider this opportunity to join our team as a Data Engineer.
The role of the Data Engineer is to design, develop, and support database solutions for the varied business purposes. This person works to gain an understanding of the business objectives when defining technical requirements. Key responsibilities of this position include: Design and implementation of complex Operational Data Store, Data Warehouse, and Data Mart design patterns (star schema, snowflake schema, entity relationship and dimensional data models); creating and modifying stored procedures and views; creating and modifying ETL / data pipelines. Additionally, the Engineer works with business owners to define, design, and develop requirements given time and budget constraints.",,Business Intelligence Architect (BI Architect),,Unknown / Non-Applicable,$73K - $148K (Glassdoor est.),Company - Private,"Austin, TX"
516,Freddie Mac,4.5,,1 to 50 Employees,"Business Intelligence Architect (BI Architect)

About SubjectWell
SubjectWell is a venture-backed technology company on an unstoppable mission to disrupt the antiquated $100 billion-dollar clinical trial patient recruitment sector. Almost all clinical trials fall behind schedule, leaving patients unable to access the most promising treatments and pharmaceutical and biotech companies unable to quickly carry their innovations to market. SubjectWell was founded by two entrepreneurs on their third successful startup, to unlock the potential of a true marketplace for clinical trials. We leverage proven data science and performance marketing techniques to hit a hard reset to the massive patient recruitment challenge that sits at the critical nexus of speeding delivery of the best therapeutics to the world.
Here's your chance to really make a difference, both in your career and in the lives of millions.",,Quantitative Analytics Tech Lead - Economic Modeling,$10+ billion (USD),Unknown / Non-Applicable,$73K - $148K (Glassdoor est.),Company - Private,"McLean, VA"
517,Sure Secure Solutions,4.0,,5001 to 10000 Employees,"Job Description

At Freddie Mac, you will do important work to build a better housing finance system and you’ll be part of a team helping to make homeownership and rental housing more accessible and affordable across the nation. Position Overview:
Freddie Mac’s Single-Family Division is currently seeking a Quantitative Analytics Technical Lead to be responsible for the development and execution of statistical models and applications in support of business and risk decisions as a member of the Default Costing Model Team. Apply now and learn why there’s #MoreAtFreddieMac!

**This position can be performed currently from a remote location in the U.S. but will require presence in a Freddie Mac office in the future.***

Our Impact:
Our team is responsible for the development and analytic support of the Default Costing model (Forecast of Credit Risk and Severity), supports the single-Family business for risk decisions. We apply econometric, machine learning and statistical modeling to understand business problems and produce credit risk forecast for the mortgage portfolio. Your Impact:

Developing analytical methods and models that assess the credit risk of new and existing financial and mortgage products.

Providing innovative, detailed and practical solutions to an extensive range of fast paced and complicated problems.

Developing and validating loss forecasting models, conducting research on improvements to the existing models, and applying industry standard methodologies and techniques to meet various business needs.

Coordinating the testing through the model implementation, conducting back tests to monitor the model performance, and performing economic tests and stress tests to validate the model forecast results.

Providing modeling and analytical support to a line of business or product area, functioning as day-to-day technical specialist.

Preparing documentation for the technical analytics and rationale through the model development to comply with model oversight and support model review for approval.

Working under limited direction, independently determining and developing approach to solutions. Qualifications:

PhD in Statistics, Math, Economics, Computer Science or a related quantitative field with at least 3 years of related post-graduate work experience; or Master degree with at least 6 years of related experience

At least three years of experience in model development including logistic regression

Strong programming skills in SAS, SQL and Unix.

Experience with programming language such as Python, R, VBA, Java or C++

Experience working with large data sets and relational database

Experience working with mortgage or consumer credit risk models, prepayment models and severity models

Experience with competing-risk hazard models, transition models, loss forecasting and stress testing

Experience in data science, machine learning and related technologies Keys to Success in this Role:

Outstanding quantitative, empirical analysis, and research skills

Solid understanding of econometric models, tools and techniques

Strong programming skills

Current Freddie Mac employees please apply through the internal career site.

Today, Freddie Mac makes home possible for one in four home borrowers and is one of the largest sources of financing for multifamily housing. Join our smart, creative and dedicated team and you’ll do important work for the housing finance system and make a difference in the lives of others.

We are an equal opportunity employer and value diversity and inclusion at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, disability status or any other characteristic protected by applicable law. We will ensure that individuals with differing abilities are provided reasonable accommodation to participate in the job application or interview process, to perform essential job functions, and to receive other benefits and privileges of employment. Please contact us to request accommodation.

Freddie Mac partners with BountyJobs for contingency search business through outside firms. Resumes received outside the BountyJobs system will be considered unsolicited and Freddie Mac will not be obligated to pay a placement fee. If interested in learning more, please visit www.BountyJobs.com and register with our referral code: MAC.

Full time

Research & Modeling

Exempt",,"Software Engineer Sr, AWS - NASA Goddard Space Center (ID152)",,,$73K - $148K (Glassdoor est.),1970,"Riverdale, MD"
518,Year Up,,,,"The EOSDIS is a core capability in NASA’s Earth Science Data Systems Program. EOSDIS provides end-to-end capabilities for managing NASA’s Earth science data from various sources – satellites, aircraft, field measurements, and various other programs. For the EOS satellite missions, EOSDIS provides capabilities for command and control, scheduling, data capture and initial processing. The development and maintenance of the EOSDIS website is led by the NASA EOSDIS Evolution & Development (EED) project.
Job Responsibilities:
As a member of the team you will participate in the design and development of the next generation cloud-based platform for the NASA EED program.
Ensure compliance to various program/project and NASA standards and requirements as well as the legal requirements of (SEC-508).
Ensure that industry best practices for automation and scalability of assets are leveraged when necessary.",,"Manager, Analytics & Strategy (NY or Boston preferred)",,,$73K - $148K (Glassdoor est.),,"New York, NY"
519,Infosys Limited,3.4,Information Technology,10000+ Employees,,IT Services,"Data Analyst - ADLA, ADF, SQL",$10+ billion (USD),Company - Public,$73K - $148K (Glassdoor est.),1981,"Redmond, WA"
520,Simplex,3.4,Information Technology,10000+ Employees,"Infosys is seeking Data Analyst with experience in ADLA, ADF,SQL Server, Azure, ADB, Spark and SSAS. This position will add value to a gamut of Software Development lifecycle stages; will create detailed design artifacts like program specifications, test plans; and independently develop and review code and contribute to the go-live plan. You will have the opportunity to collaborate with some of the best talent in the industry to create innovative high quality and defect-free solutions to meet our clients’ business needs; will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued.

Required Qualifications:

Bachelor’s degree or foreign equivalent required from an accredited institution. Will also consider three years of progressive experience in the specialty in lieu of every year of education.
At least 2 years of Information Technology experience

Preferred Qualifications:


The job entails sitting as well as working at a computer for extended periods of time. Should be able to communicate by telephone, email or face to face. Travel may be required as per the job requirements.

About Us
Infosys is a global leader in next-generation digital services and consulting. We enable clients in 46 countries to navigate their digital transformation.

With over three decades of experience in managing the systems and workings of global enterprises, we expertly steer our clients through their digital journey. We do it by enabling the enterprise with an AI-powered core that helps prioritize the execution of change. We also empower the business with agile digital at scale to deliver unprecedented levels of performance and customer delight. Our always-on learning agenda drives their continuous improvement through building and transferring digital skills, expertise, and ideas from our innovation ecosystem.

EOE/Minority/Female/Veteran/Disabled/Sexual Orientation/Gender Identity/National Origin

To learn more about Infosys and see our ideas in action please visit us at www.Infosys.com",IT Services,Principal Machine Learning Engineer,$10+ billion (USD),Company - Public,$73K - $148K (Glassdoor est.),1981,"Austin, TX"
521,C3 AI,,Information Technology,1 to 50 Employees,"Our client is hiring a Principal Machine Learning Engineer in Austin, TX, or willing to relocate to Austin, TX towards the end of 2021 when they re-open their office. We are looking outside TX, and even outside the United States to find the very best person we can find and are willing to transfer/sponsor a Visa (H1B or other) for the right candidate.
Our team of experienced engineers has deep industry experience in search/information retrieval. We are collaborative while also being self-sufficient enough to turn any idea into a business win. You will help with everything from data ETLs to modeling to model serving to test reporting. This unique opportunity will expose you to deep insights into the technology and the business. On a day-to-day basis, expect roughly 20% of your time to be on the serving/inference layer, 20% data science modeling, and the rest will be around data cleansing, ETL, and analytics.
Minimum Requirements",Enterprise Software & Network Solutions,Senior Software Engineer – Spark,$100 to $500 million (USD),Company - Private,$73K - $148K (Glassdoor est.),2012,"Redwood City, CA"
522,Tripalink,4.5,,501 to 1000 Employees,"C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is looking for a Senior Software Engineer - Spark to join our engineering team. As a Senior Software Engineer – Spark, you will focus on developing the backend portion of Ex Machina (https://c3.ai/products/ex-machina/). You would be a strong platform engineer sitting at the intersection between Big Data and ML, with a unique skillset that utilizes Spark, at scale, for some of the largest AI deployments in the world.",Enterprise Software & Network Solutions,Financial Data Analyst (Bilingual Chinese),Unknown / Non-Applicable,Company - Public,$73K - $148K (Glassdoor est.),2009,"Los Angeles, CA"
523,J.Jill,4.1,Real Estate,1 to 50 Employees,"About Us:
Tripalink, founded in 2016, is a product-and community-focused residential co-living company with a unique and integrated business model being a property operator and a real estate developer. Tripalink has entered 7 major cities in the US and is managing over 4000 bed-spaces.
*This position is required to work on-site.
Job Description
Develop periodic and ad-hoc reports to summarize and review daily operation according to company/local revenue, financial data, pricing and other internal data.
Perform deep understanding of real estate business model concerning property management, business operation and investment projects; design analysis logic, establish analysis model and provide data analysis methodology.",Real Estate,Full Time Sales Lead,$500 million to $1 billion (USD),Company - Public,$73K - $148K (Glassdoor est.),2016,"Lincoln, NE"
524,Firefighters First Credit Union,3.8,Retail,1001 to 5000 Employees,"Our Brand :
J.Jill is a premier omnichannel retailer and nationally recognized women’s apparel brand committed to delighting customers with great wear-now product. The brand represents an easy, thoughtful and inspired style that reflects the confidence of remarkable women who live life with joy, passion and purpose. J.Jill offers a guiding customer experience through more than 280 stores nationwide and a robust e-commerce platform. J.Jill is headquartered outside Boston.
Overview :
This role supports the Store Manager in maximizing store potential, achieving sales productivity goals and profitability as well as hiring, coaching and developing associates as selling and style advisors. Works closely with the Store Manager to carry out corporate policies and assist with ensuring excellent J.Jill visual merchandising and operational standards.","Department, Clothing, & Shoe Stores",Senior Application Engineer - Fully Remote (TX),$500 million to $1 billion (USD),Company - Public,$73K - $148K (Glassdoor est.),1959,"Dallas, TX"
525,Freddie Mac,4.0,Finance,5001 to 10000 Employees,,Lending,Quantitative Engineer Manager - Data Scientist,$10+ billion (USD),Company - Public,$73K - $148K (Glassdoor est.),1970,"McLean, VA"
526,Deloitte,3.9,Accounting & Legal,10000+ Employees,,Accounting,"GCP Cloud Enablement - Analytics & Cognitive, Senior Consultant",$10+ billion (USD),Company - Private,$73K - $148K (Glassdoor est.),1850,"Cincinnati, OH"
527,Robert Half,3.9,Accounting & Legal,10000+ Employees,"The Team
Analytics & Cognitive
In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
Analytics & Cognitive will work with our clients to:






#IND:CONS",Accounting,Data Scientist,$10+ billion (USD),Company - Private,$73K - $148K (Glassdoor est.),1850,"Austin, MN"
528,Zions Bancorporation,3.8,Business Services,10000+ Employees,"Zions Bancorporation’s Enterprise Technology and Operations (ETO) team is transforming what it means to work for a financial institution. We operate in a fast-paced, information-driven environment, which means we need people who bring diverse experiences, perspectives, and expertise to meet the ever-changing demands of a technology-driven world. We are grounded in the belief that improving the work is the work as we drive to create simple, easy, and fast solutions for our customers. Your ability to adapt, learn, and innovate helps increase revenue, reduce operational costs, and mitigates risk.

ETO provides opportunities for you to own your career growth through Diversity, Equity, and Inclusion, Women in Technology, and Workforce of the Future initiatives that allow you to network across the organization, volunteer in our community, and build your technical and soft skills. Together we are building a culture that values diversity and creates a space of belonging for all our team members. We believe that investing in your success is an investment in our customers and our business. Our people are what sets us apart and make us great.

Zions is looking for an Application Reliability Analyst to join the Release Engineering team. The focus of this position will be maximizing the availability and reliability of critical DevOp platforms, tools and services administrated by the Release Engineering Team. You will also provide monitoring, troubleshooting, configuration, system support and problem resolution for these systems and tools. This includes creating, analyzing, and responding to dashboards and alerts for a wide range of technical components and applications. The Application Reliability Analyst will partner with engineers and business application subject matter experts to create and tune system generated alerts, provide triage and troubleshooting for events and facilitate response and escalation activities for timely resolution. This position will also monitor for technology device adherence to configuration and security standards and provide remediation for variances. This position will be responsible for having or learning appropriate application expertise on each system to appropriately tune and configure it to the needs of the business goals as requested. We are headquartered in Salt Lake City, UT but are open to remote work.

Responsibilities

Ensuring reliable 24 x 7 operations of the technology infrastructure and critical DevOps applications.

Using system management tools to review, monitor, analyze and troubleshoot the operation of technology domains including network, server, database, middleware, and application components.

Facilitating resolution of technology events and communicating with infrastructure and application owners, Incident Management, and other key stakeholders.

Administration of platforms and tools. This would include upgrades, user management, remediation of known vulnerabilities and quarterly DR testing.

Partnering with key stakeholders to establish and refine system alerts and domain runbooks for timely identification and resolution of system anomalies.

Driving to true root cause for system events and identification of corrective and preventative actions that will result in improved availability and reliability.

Relentless improvement of the technology infrastructure and application components.

Performing additional duties as assigned.

Qualifications

4+ years of experience in any of the following roles or their equivalents: DevOps Engineer, Systems Engineer, or Reliability Analyst/Engineer

Expertise with a core language and framework (Java, C#, Python)

Strong experience with Distributed Systems Administration (Windows/Linux) including:

Handling/coordinating Window and Linux system and security updates

Networking protocols and debugging

User management, Rights and Roles

Configuration management

Experience with the administration of a variety of tools/applications. Experience with one or more of the following tools is preferable:

Sonatype Nexus and Nexus IQ

Digital.ai Release and Digital.ai Deploy

Azure DevOps

LiquiBase

Hashicorp vault

Knowledge and experience of relational database administration and automation

Strong troubleshooting and debugging skills

Strong interpersonal and relation skills which lead to empathetic and strategically aligned solutions, resolutions and communications with customer and stakeholders

College degree in information technology, data science or equivalent. A combination of education and experience may meet qualifications

$70,000-$104,000",Staffing & Outsourcing,Application Reliability Analyst,$5 to $10 billion (USD),Company - Public,$73K - $148K (Glassdoor est.),1948,"Salt Lake City, UT"
529,C3 AI,4.5,Information Technology,501 to 1000 Employees,"C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is looking for a Senior or Lead Software Engineer to help jumpstart the design and development of a brand new AI/ML-driven CRM system.
Your Responsibilities:
Work across teams to architect robust software engineering solutions and frameworks with cross product impact.",Enterprise Software & Network Solutions,Senior Software Engineer - CRM,$100 to $500 million (USD),Company - Public,$73K - $148K (Glassdoor est.),2009,"Redwood City, CA"
530,HealthTrackRx,4.5,,501 to 1000 Employees,"C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is looking for a Senior or Lead Software Engineer to help jumpstart the design and development of a brand new AI/ML-driven CRM system.
Your Responsibilities:
Work across teams to architect robust software engineering solutions and frameworks with cross product impact.",Enterprise Software & Network Solutions,EMR Integration Manager,Unknown / Non-Applicable,Company - Public,$73K - $148K (Glassdoor est.),2009,"Denton, TX"
531,Envision LLC,3.3,Business Services,51 to 200 Employees,"CLINICAL INTEGRATION MANAGER

POSITION SUMMARY

The Clinical Integration Manager will be a highly visible leader: the ideal candidate will leverage extensive technical, project management and service delivery skills to successfully partner with sales, internal IT, and vendor resources, build strong relationships with key sales personnel, and ensure successful implementation, delivery, and oversight of complex Electronic Medical Record (EMR) system integrations based on evolving industry standards across diverse infrastructure and platforms.

You will operate as a subject matter expert of our integration strategies and enabling our sales team to connect the dots between information needs and technical feasibility. Using your knowledge of technology and our business, you will identify the technology and processes required to connect client EMR organizations with our ecosystems.

The ideal candidate has a passion for data and connectivity along with leadership and management qualities to work independently in a fast-paced, ambiguous environment with limited supervision. He or she must be a great collaborator, organizer and team player who can quickly absorb the nuances of complex, varied integration offerings.

Integration leadership

Oversees the identification and prioritization of EHR integration opportunities by communicating with the commercial team and clients as an SME on integration capabilities and requirements
Leads integration projects with teams comprised of internal, vendor and client resources, and is responsible for gathering requirements, setting deliverables and timelines establishing communication cadence, managing budget and risks, and ensuring delivery
Serves as a technical resource, working with established vendor to design, configure, implement, and test integration solutions to ensure interoperability with existing line of business system and client requirements
Manages multiple projects simultaneously while ensuring proper documentation, timely and cost-effective delivery, and regular progress updates to senior leadership for each
Partners with internal development resources to continuously improve existing capabilities based on client feedback and internal business needs
Monitors operational solutions and responds when notified of outages or issues by organizing internal, vendor and client resources as needed, and communicating status through to resolution along with post-incident root cause analysis and remediation
Maintains strictest confidentiality and adheres to all HIPAA guidelines and regulations

Knowledge, Skills, and Abilities
Extraordinary analytical, organizational, time management, written and verbal communication skills with consistent attention to detail
Ability to prioritize and manage multiple tasks, allocating resources to ensure projects are completed both efficiently and effectively
Ability to manage multiple competing priorities in a complex and dynamic environment, while consistently meeting strict deadlines
Advanced knowledge of Microsoft Office 365; specifically, Excel, PowerPoint, Visio & Project
Strong working knowledge of HL7 v2.x, JSON, and XML standards and protocols
Working knowledge of one or more programming languages, and understanding of software development concepts and best practices
Understanding of Agile and Lean Six Sigma processes and methods

Leadership

Provide leadership to team by communicating vision, strategies and objectives to management.
Establishes operational strategies; ensures strategies are in line with the organization's goals including service quality initiatives. Manage the department with data and metric driven decisions.
Assist in the planning, preparation, development and successful execution of departmental budgets.

Other Duties

Other duties as assigned

GENERAL QUALIFICATIONS

Required Education and Experience

Associate degree in information systems or related field, or equivalent combination of education and experience, and a minimum seven years’ experience in the design, development, maintenance, and support of electronic data interfaces
HL7 V2 certification and a minimum three years’ experience implementing solutions using HL7 standards
A minimum three years’ combined experience working with EMR systems
Experience managing operations and service delivery for multiple external clients simultaneously

Preferred Education and Experience

Project Management Professional (PMP) certification preferred
HL7 CDA and/or FHIR certification preferred
EHR vendor certifications preferred
Demonstrated technical expert in data pipeline development including setting priorities with solid understanding of business tradeoffs (i.e. cost-benefit analyses).
Strong organizational skills, detail-oriented, as well as the ability to adapt to changing priorities.
Strong communication skills with translating technology to non-technical stakeholders.
Excellent collaborator; able to communicate with all levels of the organization.
Solid analytical and problem-solving skills.
Degree in Computer Science, Engineering, Statistics, Analytics, Data Science or related; Advanced degree preferred.
A proven ability to lead by motivating, inspiring, and supporting team, leaders and management to successfully achieve their divisional and departmental objectives.
Demonstrated strength in strategic thinking, identifying key business issues and opportunities, creating business strategies and driving results across internal teams and/or external partners.
Exceptional verbal and written communication skills.

Physical Demands/Work Environment Requirements

Must have ability to perform prolonged walking, reaching, kneeling, and the ability to lift 30 pounds. Vision, hearing, speech, movements requiring the use of wrists, hands and/or fingers. Must have the ability to view a computer screen for long periods and the ability to sit or stand for extended periods. Must have the ability to work the hours and days required to complete the essential functions of the position, as scheduled.

Mental Demands

Learning, thinking, concentration and the ability to work under pressure, particularly during busy times. Must be able to pay close attention to detail and be able to work as a member of a team to ensure excellent customer service. Must have the ability to interact effectively with co-workers and customers, and exercise self-control and diplomacy in customer and employee relations’ situations. Must have the ability to exercise discretion as well as appropriate judgments when necessary. Must be proactive in finding solutions.

ACKNOWLEDGEMENT

The undersigned employee acknowledges receipt of the Job Description for the employee’s position and understands the essential functions, responsibilities and qualifications of the position. Furthermore, the employee acknowledges that this Job Description does not include all of the essential functions of this position, and that these essential functions may change as deemed necessary by the manager.

Employee Signature

Date

Manager Signature

Date",Staffing & Outsourcing,Data Scientist – Facility Analytics,$25 to $50 million (USD),,$73K - $148K (Glassdoor est.),2010,"Saint Louis, MO"
532,C3 AI,4.5,Business Services,201 to 500 Employees,"Required Skills:
MS in Statistics, Mathematics, or closely related field
2 years of experience in using statistical or machine learning methodologies to solve research problems
Proficiency in R and/or Python or in other high-level programming language
Experience in visualizing complex data and proven problem-solving abilities
Experience in statistical, and machine learning models
Strong organizational, interpersonal, and written communication skills

Desired Skills:
• Strong publication record in leading scientific journals",Staffing & Outsourcing,"Sr. Software Engineer, Productivity",$25 to $50 million (USD),Company - Private,$73K - $148K (Glassdoor est.),1994,"Redwood City, CA"
533,Gestalt Diagnostics,3.6,Finance,201 to 500 Employees,"C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is looking for a Sr. Software Engineer, Productivity to sit in our Redwood City, CA office.
Integrate with engineering team to provide concise and elegant solutions for automated validation systems.
Benchmark performance for existing development process and develop and execute plans for measurable improvement.",Investment Banking & Asset Management,Senior Data Analyst,$10 to $25 million (USD),Company - Private,$73K - $148K (Glassdoor est.),1972,"Boise, ID"
534,Sure Secure Solutions,,,,,,Cloud Software Engineer - NASA Goddard Space Center (ID544),,,$73K - $148K (Glassdoor est.),,"Riverdale, MD"
535,"Resource Management Concepts, Inc.",4.1,Business Services,201 to 500 Employees,,Consulting,Computer Network Architect 2,$25 to $50 million (USD),Company - Private,$73K - $148K (Glassdoor est.),1994,"Charleston, SC"
536,Seattle Indian Health Board,4.1,Health Care,201 to 500 Employees,"Resource Management Concepts, Inc. (RMC) provides high-quality, professional services to government and commercial sectors. Our mission is to deliver exceptional management and technology solutions supporting the protection and preservation of the people and environment of the United States of America.
RMC is hiring a Computer Network Architect 2 to support our Department of Navy (DoN) customer in Charleston, SC.
Experience Requirements:
Ten (10) years of experience designing and implementing DoD accredited enterprise networks and computing environments for Department of Navy (DoN).
Experience shall include designing and implementing large scale DoD Environments consisting of computer (x86/SPARC), Storage (SAN/NAS), Networking (IP/FC), Routing, Switching, DNS, Firewalls, IDS/IPS, and end user devices.
Experience briefing complex technical and operational topics to the highest level of DoD Leadership.",Health Care Services & Hospitals,SCIENTIFIC DIRECTOR,$10 to $25 million (USD),Nonprofit Organization,$73K - $148K (Glassdoor est.),,"Seattle, WA"
537,Simplex,2.6,Business Services,51 to 200 Employees,"SIHB Core Competencies

Core Competencies are foundational commitments and skills that all SIHB staff are expected to develop. These competencies define common measures for performance that are applied to every role in the organization.
Commitment to Indigenous and Organizational Values: Everything we do at SIHB is centered on Traditional Indian Medicine. It is our responsibility to maintain cultural integrity in all that we do.
Accountability: All employees of SIHB effectively manage their own work and the work of their teams. We take ownership of our actions and decisions. We all strive to deliver the highest quality work and care, while respecting our teammates and relatives.
Collaboration: SIHB is a team-oriented organization. As team members, we share the responsibility of working toward a common purpose. We collaborate with our colleagues across the organization to deliver the highest quality of care and results in alignment with our mission, vision, values, and Theory of Change.",Staffing & Outsourcing,Senior Data Engineer - Remote,Less than $1 million (USD),Company - Private,$73K - $148K (Glassdoor est.),1970,"Austin, TX"
538,ASML,4.2,Manufacturing,10000+ Employees,"Introduction
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler Arizona, San Jose and San Diego California, Wilton Connecticut, and Hillsboro Oregon.
This position requires access to controlled technology, as defined in the Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with applicants who are immediately eligible to access controlled technology.",Electrical & Electronic Manufacturing,Senior Design Engineer Source & Mask Optimization,$10+ billion (USD),Company - Public,$73K - $148K (Glassdoor est.),1984,"San Jose, CA"
539,Firefighters First Credit Union,,Finance,51 to 200 Employees,"Introduction
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler Arizona, San Jose and San Diego California, Wilton Connecticut, and Hillsboro Oregon.
This position requires access to controlled technology, as defined in the Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with applicants who are immediately eligible to access controlled technology.",Banks & Credit Unions,Senior Application Engineer - Fully Remote (WA),$25 to $50 million (USD),Company - Private,$73K - $148K (Glassdoor est.),1935,"Federal Way, WA"
540,Freddie Mac,3.1,Finance,51 to 200 Employees,"This is a fully remote role.
Candidate to be based in the state of Washington.

The Senior Application Engineer at Firefighters First Credit Union (FFCU) is responsible for maintaining and supporting the Credit Union’s core applications by ensuring system integrity and maximize functionality of the system. The Senior Application Engineer (SAE) maintains, supports, develops, troubleshoots, tests, trains, and implements software applications to meet business goals. This includes automation of business processes, creation of tools to provide efficiency, and development of key functionality of our core system and third party products. The SAE is the technical Subject Matter Expert (SME) on supported applications with a proficient understanding of business functionalities and end-user experience. The SAE works closely with the IT team and other employees providing consultative technical direction and systems enhancements in line with business goals and technology best practice solutions. The SAE serves as the primary liaison with third party vendors to ensure systems availability, uptime, optimization, upgrade, enhancements, and security.",Banks & Credit Unions,Quantitative Analytics Tech Lead -- Fair Lending,$25 to $50 million (USD),Company - Private,$73K - $148K (Glassdoor est.),1935,"McLean, VA"
