,Rating,Type of Ownership,Industry,Job Title,Location,Job Description,Size,Founded,Company Name,Salary Estimate,Revenue,Sector
496,,Company - Private,Health Care Services & Hospitals,EMR Integration Manager,"Denton, TX","Biostatistician/Programmer/Data Scientist
The Veteran Research and Education Foundation is looking for a strong motivated biostatistician/Programmer/Data Scientist to join our research team. The Biostatistician will primarily be responsible for designing studies, extracting and cleaning data, developing analysis plans, performing and interpreting statistical analyses, and contributing to research publications and presentations.
Candidates should have a minimum of a Master’s degree in public health or equivalent field such as, biostatistics, statistics, epidemiology, or bioinformatics. Experience in academic research is preferred but not absolutely required. Salary and compensation commensurate with experience. This position is available as a full-time opportunity.
U.S. Citizenship is required.
KNOWLEDGE / SKILLS / ABILITIES:",,2010,HealthTrackRx,$73K - $148K (Glassdoor est.),Unknown / Non-Applicable,Health Care
497,3.3,Company - Public,Staffing & Outsourcing,Data Scientist,"Austin, MN","CLINICAL INTEGRATION MANAGER

POSITION SUMMARY

The Clinical Integration Manager will be a highly visible leader: the ideal candidate will leverage extensive technical, project management and service delivery skills to successfully partner with sales, internal IT, and vendor resources, build strong relationships with key sales personnel, and ensure successful implementation, delivery, and oversight of complex Electronic Medical Record (EMR) system integrations based on evolving industry standards across diverse infrastructure and platforms.

You will operate as a subject matter expert of our integration strategies and enabling our sales team to connect the dots between information needs and technical feasibility. Using your knowledge of technology and our business, you will identify the technology and processes required to connect client EMR organizations with our ecosystems.

The ideal candidate has a passion for data and connectivity along with leadership and management qualities to work independently in a fast-paced, ambiguous environment with limited supervision. He or she must be a great collaborator, organizer and team player who can quickly absorb the nuances of complex, varied integration offerings.

Integration leadership

Oversees the identification and prioritization of EHR integration opportunities by communicating with the commercial team and clients as an SME on integration capabilities and requirements
Leads integration projects with teams comprised of internal, vendor and client resources, and is responsible for gathering requirements, setting deliverables and timelines establishing communication cadence, managing budget and risks, and ensuring delivery
Serves as a technical resource, working with established vendor to design, configure, implement, and test integration solutions to ensure interoperability with existing line of business system and client requirements
Manages multiple projects simultaneously while ensuring proper documentation, timely and cost-effective delivery, and regular progress updates to senior leadership for each
Partners with internal development resources to continuously improve existing capabilities based on client feedback and internal business needs
Monitors operational solutions and responds when notified of outages or issues by organizing internal, vendor and client resources as needed, and communicating status through to resolution along with post-incident root cause analysis and remediation
Maintains strictest confidentiality and adheres to all HIPAA guidelines and regulations

Knowledge, Skills, and Abilities
Extraordinary analytical, organizational, time management, written and verbal communication skills with consistent attention to detail
Ability to prioritize and manage multiple tasks, allocating resources to ensure projects are completed both efficiently and effectively
Ability to manage multiple competing priorities in a complex and dynamic environment, while consistently meeting strict deadlines
Advanced knowledge of Microsoft Office 365; specifically, Excel, PowerPoint, Visio & Project
Strong working knowledge of HL7 v2.x, JSON, and XML standards and protocols
Working knowledge of one or more programming languages, and understanding of software development concepts and best practices
Understanding of Agile and Lean Six Sigma processes and methods

Leadership

Provide leadership to team by communicating vision, strategies and objectives to management.
Establishes operational strategies; ensures strategies are in line with the organization's goals including service quality initiatives. Manage the department with data and metric driven decisions.
Assist in the planning, preparation, development and successful execution of departmental budgets.

Other Duties

Other duties as assigned

GENERAL QUALIFICATIONS

Required Education and Experience

Associate degree in information systems or related field, or equivalent combination of education and experience, and a minimum seven years’ experience in the design, development, maintenance, and support of electronic data interfaces
HL7 V2 certification and a minimum three years’ experience implementing solutions using HL7 standards
A minimum three years’ combined experience working with EMR systems
Experience managing operations and service delivery for multiple external clients simultaneously

Preferred Education and Experience

Project Management Professional (PMP) certification preferred
HL7 CDA and/or FHIR certification preferred
EHR vendor certifications preferred
Demonstrated technical expert in data pipeline development including setting priorities with solid understanding of business tradeoffs (i.e. cost-benefit analyses).
Strong organizational skills, detail-oriented, as well as the ability to adapt to changing priorities.
Strong communication skills with translating technology to non-technical stakeholders.
Excellent collaborator; able to communicate with all levels of the organization.
Solid analytical and problem-solving skills.
Degree in Computer Science, Engineering, Statistics, Analytics, Data Science or related; Advanced degree preferred.
A proven ability to lead by motivating, inspiring, and supporting team, leaders and management to successfully achieve their divisional and departmental objectives.
Demonstrated strength in strategic thinking, identifying key business issues and opportunities, creating business strategies and driving results across internal teams and/or external partners.
Exceptional verbal and written communication skills.

Physical Demands/Work Environment Requirements

Must have ability to perform prolonged walking, reaching, kneeling, and the ability to lift 30 pounds. Vision, hearing, speech, movements requiring the use of wrists, hands and/or fingers. Must have the ability to view a computer screen for long periods and the ability to sit or stand for extended periods. Must have the ability to work the hours and days required to complete the essential functions of the position, as scheduled.

Mental Demands

Learning, thinking, concentration and the ability to work under pressure, particularly during busy times. Must be able to pay close attention to detail and be able to work as a member of a team to ensure excellent customer service. Must have the ability to interact effectively with co-workers and customers, and exercise self-control and diplomacy in customer and employee relations’ situations. Must have the ability to exercise discretion as well as appropriate judgments when necessary. Must be proactive in finding solutions.

ACKNOWLEDGEMENT

The undersigned employee acknowledges receipt of the Job Description for the employee’s position and understands the essential functions, responsibilities and qualifications of the position. Furthermore, the employee acknowledges that this Job Description does not include all of the essential functions of this position, and that these essential functions may change as deemed necessary by the manager.

Employee Signature

Date

Manager Signature

Date",51 to 200 Employees,1948,Robert Half,$73K - $148K (Glassdoor est.),$5 to $10 billion (USD),Business Services
498,3.9,Company - Private,Accounting,"GCP Cloud Enablement - Analytics & Cognitive, Senior Consultant","Cincinnati, OH","Robert Half Technology (RHT) is working with a client in Austin, Minnesota, who is looking for a Data Scientist for their IT Analytics team. It's an incredible opportunity to join a growing team with a lot of growth and advancement potential. Below are a few more details on what could make an ideal candidate. Apply now!

Preferred:
Experience designing and developing end-to-end Ecommerce machine learning models.
Experience working with Python IDEs like PyCharm, Anaconda and Jupyter notebooks.
Experience with Google Cloud Platform (Google Big Query) or Oracle relational databases.
Experience with optimization problems and linear programming in tools such as IBM ILOG CPLEX Optimizer.
Experience creating data visualizations and dashboards in Tableau or Oracle business intelligence tools.
Technology Doesn't Change the World, People Do.®

Robert Half is the world’s first and largest specialized talent solutions firm that connects highly qualified job seekers to opportunities at great companies. We offer contract, temporary and permanent placement solutions for finance and accounting, technology, marketing and creative, legal, and administrative and customer support roles.

Robert Half puts you in the best position to succeed by advocating on your behalf and promoting you to employers. We provide access to top jobs, competitive compensation and benefits, and free online training. Stay on top of every opportunity – even on the go. Download the Robert Half app and get 1-tap apply, instant notifications for AI-matched jobs, and more.

Questions? Call your local office at 1.888.490.4429. All applicants applying for U.S. job openings must be legally authorized to work in the United States. Benefits are available to contract/temporary professionals. Visit https://roberthalf.gobenefits.net/ for more information.

© 2021 Robert Half. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ( www.roberthalf.com/terms-of-use ).",10000+ Employees,1850,Deloitte,$73K - $148K (Glassdoor est.),$10+ billion (USD),Accounting & Legal
499,3.9,Company - Public,Enterprise Software & Network Solutions,"Sr. Software Engineer, Productivity","Redwood City, CA","The Team
Analytics & Cognitive
In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
Analytics & Cognitive will work with our clients to:






#IND:CONS",10000+ Employees,,C3 AI,$73K - $148K (Glassdoor est.),$100 to $500 million (USD),Information Technology
500,4.5,Company - Public,Enterprise Software & Network Solutions,Cloud Software Engineer - NASA Goddard Space Center (ID544),"Riverdale, MD","C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is looking for a Sr. Software Engineer, Productivity to sit in our Redwood City, CA office.
Integrate with engineering team to provide concise and elegant solutions for automated validation systems.
Benchmark performance for existing development process and develop and execute plans for measurable improvement.",501 to 1000 Employees,2009,Sure Secure Solutions,$73K - $148K (Glassdoor est.),$100 to $500 million (USD),Information Technology
501,4.6,Company - Private,Health Care Services & Hospitals,Bilingual Care Coordinator,"Reno, NV","REMOTE/TELEWORK Options Available
A talented software engineer is needed on Sure Secure’s EED-3 (EOSDIS Evolution and Development) team which supports NASA in its mission to provide scientists and other users access to data from NASA’s Earth science missions. As a member of the EED-3 team, engineers support to innovative tools allowing scientists and students alike to discover, transform, update and improve the quality of earth science data in the pursuit of solving a wide range of environmental and socio-economic issues. Specifically, this opening is for an software engineer on EED-3’s Cloud Based Metrics team. The Cloud Based Metrics team develops data pipelines to supply data archive centers with self-service log and metrics analysis services to aid in their transition to cloud. The Cloud Based Metrics team is an established and high performing agile team working in the Scaled Agile Framework methodology.
Job Responsibilities:",501 to 1000 Employees,2011,Grand Rounds,$73K - $148K (Glassdoor est.),Unknown / Non-Applicable,Health Care
502,4.5,Unknown / Non-Applicable,,Software Development Engineer / Senior Software Development Engineer,"Austin, TX","We’re looking for someone who believes that each and every member deserves world-class service and goes above and beyond to make sure that service is delivered. Our care coordinators have a demanding job helping individuals navigate their healthcare, but the demands are worth the rewards. This is one of those rare opportunities where your work will help save lives, and truly enrich others. Care Coordinators are our most visible representatives of our mission to raise the standard of healthcare for everyone, everywhere. If you're a highly empathetic, driven individual with a strong interest in making a real difference to people, we want to hear from you. Our Care Coordinators are on the front lines of our patient care, and we need your detail oriented self to come and join the mission!
In Your First 30 Days:
Onboard with Grand Rounds team and engage in internal learning
Demonstrate knowledge of proprietary software and other required technology",1 to 50 Employees,Company - Private,SubjectWell,$73K - $148K (Glassdoor est.),,
503,,Company - Private,Investment Banking & Asset Management,Senior Data Analyst,"Boise, ID","Software Development Engineer / Senior Software Development Engineer

About SubjectWell

SubjectWell is a venture-backed technology company on an unstoppable mission to disrupt the antiquated $100 billion-dollar clinical trial patient recruitment sector. Almost all clinical trials fall behind schedule, leaving patients unable to access the most promising treatments and pharmaceutical and biotech companies unable to quickly carry their innovations to market. SubjectWell was founded by two entrepreneurs on their third successful startup, to unlock the potential of a true marketplace for clinical trials. We leverage proven data science and performance marketing techniques to hit a hard reset to the massive patient recruitment challenge that sits at the critical nexus of speeding delivery of the best therapeutics to the world.",201 to 500 Employees,1972,Gestalt Diagnostics,$73K - $148K (Glassdoor est.),$10 to $25 million (USD),Finance
504,4.2,Company - Public,Electrical & Electronic Manufacturing,Senior Design Engineer Source & Mask Optimization,"San Jose, CA","Gestalt provides software modules, industry leading connectivity, and support services to empower pathologists, generate objective and reproducible results, increase productivity and efficiency, and significantly reduce the diagnostic error rate for laboratories of all sizes.
The Senior Data Analyst is a a Full Time, Regular position working Monday-Friday day shift at our Boise Business center.
Summary: The qualified candidate will provide direct technical support to clients by interacting to understand the issue/project, fix issues, provide solutions and think outside of the box. This position works with a team of data analysts to support and enhance existing software database systems and processes used in laboratories. Responsible for implementing, supporting, and proactively managing database applications.
Significant proficiency is required in concept of operations development, system design and review, requirements definition, system transition planning, and supporting customer defined system integration tasks.",10000+ Employees,1984,ASML,$73K - $148K (Glassdoor est.),$10+ billion (USD),Manufacturing
505,4.2,Company - Public,Electrical & Electronic Manufacturing,Data Scientist – Facility Analytics,"Saint Louis, MO","Introduction
ASML US brings together the most creative minds in science and technology to develop lithography machines that are key to producing faster, cheaper, more energy-efficient microchips. We design, develop, integrate, market and service these advanced machines, which enable our customers - the world’s leading chipmakers - to reduce the size and increase the functionality of their microchips, which in turn leads to smaller, more powerful consumer electronics. Our headquarters are in Veldhoven, the Netherlands, and we have 18 office locations around the United States including main offices in Chandler Arizona, San Jose and San Diego California, Wilton Connecticut, and Hillsboro Oregon.
This position requires access to controlled technology, as defined in the Export Administration Regulations (15 C.F.R. § 730, et seq.). Qualified candidates must be legally authorized to access such controlled technology prior to beginning work. Business demands may require ASML to proceed with applicants who are immediately eligible to access controlled technology.",10000+ Employees,1984,Envision LLC,$73K - $148K (Glassdoor est.),$10+ billion (USD),Manufacturing
506,3.1,Company - Private,Banks & Credit Unions,Senior Application Engineer - Fully Remote (WA),"Federal Way, WA","Required Skills:
MS in Statistics, Mathematics, or closely related field
2 years of experience in using statistical or machine learning methodologies to solve research problems
Proficiency in R and/or Python or in other high-level programming language
Experience in visualizing complex data and proven problem-solving abilities
Experience in statistical, and machine learning models
Strong organizational, interpersonal, and written communication skills

Desired Skills:
• Strong publication record in leading scientific journals",51 to 200 Employees,1935,Firefighters First Credit Union,$73K - $148K (Glassdoor est.),$25 to $50 million (USD),Finance
507,3.1,Company - Private,Banks & Credit Unions,Computer Network Architect 2,"Charleston, SC","This is a fully remote role.
Candidate to be based in the state of Washington.

The Senior Application Engineer at Firefighters First Credit Union (FFCU) is responsible for maintaining and supporting the Credit Union’s core applications by ensuring system integrity and maximize functionality of the system. The Senior Application Engineer (SAE) maintains, supports, develops, troubleshoots, tests, trains, and implements software applications to meet business goals. This includes automation of business processes, creation of tools to provide efficiency, and development of key functionality of our core system and third party products. The SAE is the technical Subject Matter Expert (SME) on supported applications with a proficient understanding of business functionalities and end-user experience. The SAE works closely with the IT team and other employees providing consultative technical direction and systems enhancements in line with business goals and technology best practice solutions. The SAE serves as the primary liaison with third party vendors to ensure systems availability, uptime, optimization, upgrade, enhancements, and security.",51 to 200 Employees,1935,"Resource Management Concepts, Inc.",$73K - $148K (Glassdoor est.),$25 to $50 million (USD),Finance
508,,Company - Public,Aerospace & Defense,Data Solutions Architect,"Reston, VA","Resource Management Concepts, Inc. (RMC) provides high-quality, professional services to government and commercial sectors. Our mission is to deliver exceptional management and technology solutions supporting the protection and preservation of the people and environment of the United States of America.
RMC is hiring a Computer Network Architect 2 to support our Department of Navy (DoN) customer in Charleston, SC.
Experience Requirements:
Ten (10) years of experience designing and implementing DoD accredited enterprise networks and computing environments for Department of Navy (DoN).
Experience shall include designing and implementing large scale DoD Environments consisting of computer (x86/SPARC), Storage (SAN/NAS), Networking (IP/FC), Routing, Switching, DNS, Firewalls, IDS/IPS, and end user devices.
Experience briefing complex technical and operational topics to the highest level of DoD Leadership.",10000+ Employees,1969,Leidos,$73K - $148K (Glassdoor est.),$10+ billion (USD),Aerospace & Defense
509,3.4,Staffing & Outsourcing,Business Services,Data Analyst - Industrial,"Columbia City, IN",,201 to 500 Employees,Company - Private,Premier Employee Solutions,$73K - $148K (Glassdoor est.),,Unknown / Non-Applicable
510,3.8,Company - Public,Aerospace & Defense,Data Engineer (Asymmetric Threat Statistical Analyst),"Reston, VA","We are looking for an Industrial Data Analyst to join our growing team! The Industrial Data Analyst is responsible for driving the adoption of solutions that provide real-time data in a usable format to help with decision-making and critical business planning. This role will support digitalizing manufacturing and business process to create a Smart Factory environment, increasing productivity and improving efficiency. The Industrial Data Analyst performs system management and integrations functions, improves existing computer systems and reviews computer system capabilities, workflow, and schedule limitations.
Essential Duties and Responsibilities
Duties include but are not limited to:
Drive Operational Efficiency:
Drive smart manufacturing initiatives at our largest manufacturing location.",10000+ Employees,1962,"CACI, INC-FEDERAL",$73K - $148K (Glassdoor est.),$2 to $5 billion (USD),Aerospace & Defense
511,3.8,Company - Public,Aerospace & Defense,Data Engineer,"Charlotte, NC","Data Engineer (Asymmetric Threat Statistical Analyst)
Job Category: Science
Time Type: Full time
Minimum Clearance Required to Start: TS/SCI
Employee Type: Regular
Percentage of Travel Required: Up to 10%
Type of Travel: Local
What You’ll Get to Do:
Company Overview: At CACI, you will have the opportunity to make an immediate impact by providing information solutions and services in support of national security missions and government transformation for Intelligence, Defense, and Federal Civilian customers. CACI is an Equal Opportunity Employer – Females/Minorities/Protected Veterans/Individuals with Disabilities.",10000+ Employees,1962,AccruePartners,$73K - $148K (Glassdoor est.),$2 to $5 billion (USD),Aerospace & Defense
512,4.1,Company - Private,Internet,Webster Groves Data Science Tutor Jobs,"Webster Groves, St. Louis, MO","Webster Groves Data Science Tutor Jobs
It’s back-to-school time and the Varsity Tutors platform has thousands of students looking for online Data Science tutors nationally and in Webster Groves. As a tutor who uses the Varsity Tutors platform, you can earn good money, choose your own hours, and truly make a difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid 2x per week.
Choose to tutor as much or as little as you want.
Set your own hours and schedule.
Get paired with students best-suited to your teaching style and preferences (from thousands of potential clients).",201 to 500 Employees,2007,Varsity Tutors,$23K - $51K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
513,4.1,Company - Private,Internet,New Jersey Data Science Tutor Jobs,New Jersey,"Webster Groves Data Science Tutor Jobs
It’s back-to-school time and the Varsity Tutors platform has thousands of students looking for online Data Science tutors nationally and in Webster Groves. As a tutor who uses the Varsity Tutors platform, you can earn good money, choose your own hours, and truly make a difference in the lives of your students.
Why join our platform?
Enjoy competitive rates and get paid 2x per week.
Choose to tutor as much or as little as you want.
Set your own hours and schedule.
Get paired with students best-suited to your teaching style and preferences (from thousands of potential clients).",201 to 500 Employees,2007,Varsity Tutors,$23K - $51K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
514,4.1,Company - Private,Health Care Services & Hospitals,"Director, Strategic Analytics-Sg2","Skokie, IL","When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Sg2, a Vizient company, revolutionized the understanding of future health care demand with the introduction of the Impact of Change forecast in 2001. Today, Sg2 is the industry’s premier health care strategy advisory firm, helping organizations solve for the challenge of achieving smart growth by leveraging our unique combination of insights, expertise, and analytics. Sg2 serves health care providers across the spectrum, including integrated delivery networks, academic medical centers, community hospitals and life sciences companies. Learn more about Sg2 at www.sg2.com .
Summary:
$114,200.00 - $169,900.00",1001 to 5000 Employees,1977,"Vizient, Inc.",$23K - $51K (Glassdoor est.),$500 million to $1 billion (USD),Health Care
515,4.1,Company - Private,Health Care Services & Hospitals,Data Engineer Architect ( TALEND),Tennessee,"When you’re the best, we’re the best. We instill an environment where employees feel engaged, satisfied and able to contribute their unique skills and talents. We provide extensive opportunities for personal and professional development, building both employee competence and organizational capability to fuel exceptional performance now and in the future.
Sg2, a Vizient company, revolutionized the understanding of future health care demand with the introduction of the Impact of Change forecast in 2001. Today, Sg2 is the industry’s premier health care strategy advisory firm, helping organizations solve for the challenge of achieving smart growth by leveraging our unique combination of insights, expertise, and analytics. Sg2 serves health care providers across the spectrum, including integrated delivery networks, academic medical centers, community hospitals and life sciences companies. Learn more about Sg2 at www.sg2.com .
Summary:
$114,200.00 - $169,900.00",1001 to 5000 Employees,1977,Wavicle Data Solutions,$23K - $51K (Glassdoor est.),$500 million to $1 billion (USD),Health Care
516,,,,Data Engineer (Mid and Senior Levels),"Arlington, VA","Wavicle Data Solutions designs and delivers data and analytics solutions to reduce time, cost, and risk of companies’ data projects, improving the quality of their analytics and decisions now and into the future. As a privately-held consulting service organization with popular, name brand clients across multiple industries, Wavicle offers exciting opportunities for data scientists, solutions architects, developers, and consultants to jump right in and contribute to meaningful, innovative solutions.
Our 250+ local, nearshore and offshore consultants, data architects, cloud engineers, and developers build cost-effective, right-fit solutions leveraging our team’s deep business acumen and knowledge of cutting-edge data and analytics technology and frameworks.
At Wavicle, you’ll find a challenging and rewarding work environment where we enjoy working as a team to exceed client expectations. Employees appreciate being part of something meaningful at Wavicle. Wavicle has been recognized by industry leaders as follows:",,,"Sancorp Consulting, LLC",$23K - $51K (Glassdoor est.),,
517,,Company - Private,Enterprise Software & Network Solutions,Sr. Marketing Analytics Manager,"Collegeville, PA","Joint Artificial Intelligence Center (JAIC), Data Engineer (Mid and Senior Level)
Position Summary:
Position Description: Data Engineer (Mid and Senior Level)
Location: National Capital Region (NCR)
Employment Category: Full Time / Exempt
Travel: No
Deployment: No
Drug screening: Yes",,2018,Flexential,$23K - $51K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
518,3.2,Company - Private,Enterprise Software & Network Solutions,Senior Healthcare Economics Specialist,"Hanover, MD","Job Description:
As Flexential continues to build an agile and fast paced modern marketing organization, we're looking for a resourceful, responsive, and highly analytical individual to join our Marketing Operations team. The Senior Marketing Analytics Manager, a strategic role in Flexential’s marketing team, will aggregate and analyze existing intelligence and source new datasets to optimize go-to-market efforts and inform internal cross-functional strategic initiatives to increase the overall success rate of marketing pipeline, programs and processes.
Reporting directly to the VP of Marketing Operations and Insights, this person will have a business-first acumen, deliver data insights that enable us to develop a deeper understanding of the enterprise technology buyers, and the ability to discover and present actionable metrics to leadership to stimulate revenue growth, maximize marketing return on investment (ROI), and enhance overall customer experience. In short, this is a hands-on contributor role with both analytical and strategic attributes.",501 to 1000 Employees,2018,Johns Hopkins Health Care,$23K - $51K (Glassdoor est.),Unknown / Non-Applicable,Information Technology
519,3.8,Company - Private,Health Care Services & Hospitals,"Azure Cloud Enablement - Analytics & Cognitive, Manager","Cincinnati, OH","Job Description:
As Flexential continues to build an agile and fast paced modern marketing organization, we're looking for a resourceful, responsive, and highly analytical individual to join our Marketing Operations team. The Senior Marketing Analytics Manager, a strategic role in Flexential’s marketing team, will aggregate and analyze existing intelligence and source new datasets to optimize go-to-market efforts and inform internal cross-functional strategic initiatives to increase the overall success rate of marketing pipeline, programs and processes.
Reporting directly to the VP of Marketing Operations and Insights, this person will have a business-first acumen, deliver data insights that enable us to develop a deeper understanding of the enterprise technology buyers, and the ability to discover and present actionable metrics to leadership to stimulate revenue growth, maximize marketing return on investment (ROI), and enhance overall customer experience. In short, this is a hands-on contributor role with both analytical and strategic attributes.",1001 to 5000 Employees,1889,Deloitte,$23K - $51K (Glassdoor est.),$10+ billion (USD),Health Care
520,3.9,Company - Public,Enterprise Software & Network Solutions,"Software Engineer, Platform Security","Redwood City, CA","The Team
Analytics & Cognitive
In this age of disruption, organizations need to navigate the future with confidence, embracing decision making with clear, data-driven choices that deliver enterprise value in a dynamic business environment.
The Analytics & Cognitive team leverages the power of data, analytics, robotics, science and cognitive technologies to uncover hidden relationships from vast troves of data, generate insights, and inform decision-making. Together with the Strategy practice, our Strategy & Analytics portfolio helps clients transform their business by architecting organizational intelligence programs and differentiated strategies to win in their chosen markets.
Analytics & Cognitive will work with our clients to:






#IND:CONS",501 to 1000 Employees,2009,C3 AI,$23K - $51K (Glassdoor est.),$100 to $500 million (USD),Information Technology
521,4.5,Company - Public,Enterprise Software & Network Solutions,Civil/Environmental Engineer,"Decatur, GA","C3.ai, Inc. (NYSE:AI) is a leading provider of Enterprise AI software for accelerating digital transformation. C3 AI delivers a family of fully integrated products: C3 AI® Suite, an end-to-end platform for developing, deploying, and operating large-scale AI applications; C3 AI Applications, a portfolio of industry-specific SaaS AI applications; C3 AI CRM, a suite of industry-specific CRM applications designed for AI and machine learning; and C3 AI Ex Machina, a no-code AI solution to apply data science to everyday business problems. The core of the C3 AI offering is an open, model-driven AI architecture that dramatically simplifies data science and application development. Learn more at: www.c3.ai
C3 AI is hiring a Software Engineer, Platform Security at our beautiful campus in Redwood City, California. In this role, you will work alongside a tight-knit and talented engineering team. You will use your expertise to solve complex challenges and support the core of the C3 AI Platform.
Meaningful work. Top technology. An award-winning culture and talented team. Join us at C3 AI!",501 to 1000 Employees,2009,Blue Cypress Consulting,$23K - $51K (Glassdoor est.),$100 to $500 million (USD),Information Technology
522,3.7,$100 to $500 million (USD),,Digital (E Commerce/CRM) Assistant Marketing Manager,"San Juan, PR","Job Summary
The Civil/Environmental Engineer, under guidance from a Utility Management Consultant, will provide core analytical support for strategic utility management consulting projects. This person will be expected to support assessments, perform analyses, conduct research, support the planning of new strategies, support the design of new initiatives, and support implementation of new business practices, information management tools, etc.
Responsibilities may include:
· Learn and apply a broad range of best management practices with water, wastewater, and/or storm water utilities including asset management, information management, and maintenance management best practices.
· Work with consultants and client staff to perform business process/work method assessments, conduct project research/data collection, perform analyses, and generate reports.",5001 to 10000 Employees,Franchise,Kyros,$23K - $51K (Glassdoor est.),,
523,5.0,Company - Private,Consulting,Utilities Asset Management Analyst,"Decatur, GA","Individual will work for a Marketing Consulting and Promotional Agency, in a supporting role for the client’s Marketing Manager(s) which include KFC, Taco Bell, Pizza Hut and IHOP restaurants. Responsibility includes day to day management of e-commerce and food delivery applications as well as CRM (consumer relationship marketing) platforms. In addition, candidate will be expected to own key brand projects, understand the day to day business to make recommendations and help manage consumer marketing programs. Projects could entail work related to: Digital e-commerce and food delivery, social media, local store marketing, market research, data analysis and promotions, among other. Individual must have capabilities in computer sciences, data analysis, as well as an interest in management and marketing.
Analytical Skills
An individual who is able to gather information, both qualitative and quantitative, and provide own conclusions with actionable recommendations that can help grow the business.",1 to 50 Employees,2013,Blue Cypress Consulting,$23K - $51K (Glassdoor est.),$1 to $5 million (USD),Business Services
524,5.0,Company - Public,Advertising & Marketing,Senior Client Analyst,Remote,"Job Summary
The Utilities Asset Management Analyst, under guidance from a Utility Management Consultant, will provide core analytical support for strategic utility management consulting projects. This person will be expected to support assessments, perform analyses, conduct research, support the planning of new strategies, support the design of new initiatives, and support implementation of new business practices, information management tools, etc.
Responsibilities may include:
· Learn and apply a broad range of best management practices with water, wastewater, and/or storm water utilities including asset management, information management, and maintenance management best practices.
· Work with consultants and client staff to perform business process/work method assessments, conduct project research/data collection, perform analyses, and generate reports.",501 to 1000 Employees,1999,QuinStreet,$23K - $51K (Glassdoor est.),$500 million to $1 billion (USD),Business Services
525,3.9,,,Bioinformaticist or Computational Biologist,"Emeryville, CA","Powering Performance Marketplaces in Digital Media
QuinStreet is a pioneer in powering decentralized online marketplaces that match searchers and “research and compare” consumers with brands. We run these virtual- and private-label marketplaces in one of the nation’s largest media networks.
Our industry leading segmentation and AI-driven matching technologies help consumers find better solutions and brands faster. They allow brands to target and reach in-market customer prospects with pinpoint segment-by-segment accuracy, and to pay only for performance results.
Our campaign-results-driven matching decision engines and optimization algorithms are built from over 20 years and billions of dollars of online media experience.
We believe in:",501 to 1000 Employees,,Pattern Ag,$23K - $51K (Glassdoor est.),,
526,,,,Data Engineer with Data bricks,"New York, NY","At Pattern Ag, we are leveraging advances in genomics, data science, and microbiology to help farmers improve the productivity and profitability of their land. With a state-of-the-art lab and a team comprised of the foremost experts in each industry vertical we touch, Pattern helps farmers identify the microorganisms living in their soils so that they can promote the good and eliminate the bad. We are hyper farmer-focused, which means we are determined to create a product that provides real value to our customers. We are growing quickly and excited to add this critical role to our team.
Our team is seeking an experienced metagenomics scientist to develop the models, pipelines, and pattern analyses for soil genome data. We are looking for someone with strong code skills and a deep passion for metagenomics to join our data science team, and work cross disciplinarily with our software and laboratory teams. If you are excited to mine a novel soil genomic database for dominant patterns that will form the bedrock of tools to increase the sustainability of modern agriculture then we look forward to meeting!
Responsibilities",,,VENUS GEO SOLUTIONS PRIVATE LIMITED,$23K - $51K (Glassdoor est.),,
527,4.5,Company - Public,Enterprise Software & Network Solutions,"Senior Software Engineer, Front-End","Redwood City, CA","Title: Data Engineer with Data Bricks@ NYC, NY (Remote for now)- Anywhere USA
Duration : Long term contract
Required 10+ Yrs.
Job Description:
Location : NY City, NY (Remote till Covid is done)
Below are the must to have technical skills of an ideal candidate.
Strong Data/Dimension modelling
Strong on Databricks Gold Layer.",501 to 1000 Employees,2009,C3 AI,$23K - $51K (Glassdoor est.),$100 to $500 million (USD),Information Technology
