,Revenue,Job Title,Location,Company Name,Rating,Size,Sector,Founded,Salary Estimate,Type of Ownership,Job Description,Industry
832,$10+ billion (USD),Data Scientist,"Portland, OR",Mars Inc.,3.9,51 to 200 Employees,Manufacturing,2007,$73K - $139K (Glassdoor est.),Company - Private,"Our client is seeking a Data Scientist to join them for an exciting opportunity.

We are looking for a Data Scientist to complement our team of Data Engineers, Business Analysts, and Consultants working with large, digital, customer data sets for our clients in a wide range of market sectors. The role will require you to use analytical, statistical, and programming skills to collect, analyze, interpret and present large data sets in order to create actionable insight.

The primary function will be to create compelling reports, dashboards, and visualizations, but the opportunity will be to develop the role into more advanced AI / Machine Learning-based deliverables.

A significant proportion of projects will involve Celebrus-derived data, so a working knowledge of web-based customer data is important. D4T4 Solutions work with a range of technologies, but recent projects have included Databricks, Spark, Azure & AWS.

Skill set / Qualifications

Demonstrable commercial awareness and the ability to turn data into insight. In particular, the ability to tell a compelling data-led story and resulting recommendations.
Experience with digital and customer data (e.g. Web Analytics, CRM, Single View of Customer, Ecommerce, Attribution)
Excellent knowledge of PowerBi and Tableau
Strong experience in Data Visualisation, dashboard and report
Strong SQL, Power Query & Dax, Python, or R


Working with and creating data architectures
Advanced Excel, VBA
Degree in Data Science, Statistics, Computer Science or similar
Machine Learning, AI and Data/Big Data experience

Does this sound like you? Apply today!


Onward Search is an equal opportunity employer, dedicated to a policy of non-discrimination in an employment with regard to race, color, religion, gender, sexual orientation, national origin, age, disability, genetic information, veteran status or any other classification protected by federal, state and local laws and ordinances. Candidates must be at least 18 years old to be considered for employment. EOE/M/F/D/V/SO.
In compliance with federal law, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.
Onward Search offers medical, dental, vision benefits, as well as a 401k program, for all eligible full time temporary assignments.
Onward Search is unable to support 1099 / Corp-to-Corp or Independent Contractor arrangements at this time. All freelancers will be paid as W2 employees.
Onward Search is a drug-free workplace.",Food & Beverage Manufacturing
833,,Machine Learning Data Engineer TEMP to PERMANENT,Remote,Espire Services,4.3,1 to 50 Employees,,Contract,$73K - $139K (Glassdoor est.),Less than $1 million (USD),"To apply, please visit the Mars website https://careers.mars.com/global/en/job/1169241/Data-Scientist-Open-to-NY-TN-Portland-LA
We are searching for an experienced Analytics professional to join the data science function; to help deliver the ecosystem analytics roadmap across all divisions; working closely with the division stakeholders in managing and delivering projects; working with global teams to identify and implement efficient delivery of the vision; and, to articulate the strategic opportunities of a pet-centric analytics driven strategy.
§ Bachelor’s degree or equivalent in Marketing, Data Science, Mathematics, Statistics, or other numerate discipline
§ Masters / Degree with computing, scientific, statistical or mathematical component preferred
in delivering statistical analytics, data science and insight on large-scale consumer data sets across multiple sectors, including packaged goods and retail",
834,,Data Scientist,"Malvern, PA",Money Mart Financial Services,4.3,1 to 50 Employees,,Contract,$73K - $139K (Glassdoor est.),Less than $1 million (USD),"Machine Learning Data Engineer
Location: Remote
Purpose: This is a 90-day temporary hire with possible transition to permanent. Espire Services is looking for a Machine Learning Data Engineer to ensure that backend data pipelines & operations run smoothly 24/7 from multiple data providers. You will be responsible for leading end-to-end data management activities, including but not limited to working with partners to identify fields, data linkage and integration, performing data quality checks, analysis, presenting data and documenting the process.
You must be able to review and understand large sets of data while being able to highlight relevant trends and patterns. The ideal candidate is a quick learner, curious, innovative, results-oriented and has strong interpersonal skills.",
835,Unknown / Non-Applicable,Data Scientist,"Mountain View, CA",TikTok,,501 to 1000 Employees,Information Technology,2016,$73K - $139K (Glassdoor est.),Company - Private,"Machine Learning Data Engineer
Location: Remote
Purpose: This is a 90-day temporary hire with possible transition to permanent. Espire Services is looking for a Machine Learning Data Engineer to ensure that backend data pipelines & operations run smoothly 24/7 from multiple data providers. You will be responsible for leading end-to-end data management activities, including but not limited to working with partners to identify fields, data linkage and integration, performing data quality checks, analysis, presenting data and documenting the process.
You must be able to review and understand large sets of data while being able to highlight relevant trends and patterns. The ideal candidate is a quick learner, curious, innovative, results-oriented and has strong interpersonal skills.",Internet
836,Unknown / Non-Applicable,Data Scientist,"Austin, MN",Robert Half,3.7,501 to 1000 Employees,Information Technology,2016,$73K - $139K (Glassdoor est.),Company - Private,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo.
Recommendation algorithm team plays a central role in the company, driving critical product decisions and platform growth. The team is made up of machine learning researchers and engineers, who support and innovate on production recommendation models and drive product impact. The team is dynamic, fast-pacing, collaborative and impact-driven.
Responsibilities - What You'II Do
Design and analyze experiments to verify product hypothesis and direction;
Audit quality of launch experiment results and guarantee correct measurement of product or technical changes' impact;
Keep track of core metrics and attribute metrics changes to root causes;",Internet
837,$5 to $10 billion (USD),Data Scientist,"Raleigh, NC",Genworth,3.8,1001 to 5000 Employees,Insurance,2004,$73K - $139K (Glassdoor est.),Company - Public,"Robert Half Technology (RHT) is working with a client in Austin, Minnesota, who is looking for a Data Scientist for their IT Analytics team. It's an incredible opportunity to join a growing team with a lot of growth and advancement potential. Below are a few more details on what could make an ideal candidate. Apply now!

Preferred:
Experience designing and developing end-to-end Ecommerce machine learning models.
Experience working with Python IDEs like PyCharm, Anaconda and Jupyter notebooks.
Experience with Google Cloud Platform (Google Big Query) or Oracle relational databases.
Experience with optimization problems and linear programming in tools such as IBM ILOG CPLEX Optimizer.
Experience creating data visualizations and dashboards in Tableau or Oracle business intelligence tools.
Robert Half Technology matches IT professionals with remote or on-site jobs on a temporary, project or full-time basis. From roles in software and applications to IT infrastructure and operations, we provide you unparalleled access to exciting career opportunities.

Our experienced staffing professionals can promote you to employers and advocate on your behalf. We provide access to top jobs, competitive compensation and benefits, and free online training. For more opportunities, get the Robert Half app and receive instant notifications when our AI matches you with jobs.

When you work with us, you’re working with the best. Robert Half has been recognized as one of FORTUNE’s “Most Admired Companies” every year since 1998 and was named to Forbes’ inaugural list of America’s Best Temporary Staffing Firms.

Questions? Call your local office at 1.888.490.4429. All applicants applying for U.S. job openings must be authorized to work in the United States. Benefits are available to temporary professionals. Visit https://roberthalf.gobenefits.net/ for more information.

© 2020 Robert Half Technology. An Equal Opportunity Employer. M/F/Disability/Veterans. By clicking “Apply Now,” you’re agreeing to Robert Half’s Terms of Use ( www.roberthalf.com/terms-of-use ).",Insurance Carriers
838,$10 to $25 million (USD),Data Scientist,"Charlottesville, VA","TechniPower, Inc.",,51 to 200 Employees,Business Services,1978,$73K - $139K (Glassdoor est.),Company - Private,"POSITION TITLE
Data Scientist

LOCATION
This position is available to North Carolina residents as Raleigh, NC in-office applicants.

YOUR ROLE
Enact has a great opportunity for a motivated and talented individual with a background in data and analytics to work on insurance focused analytics. This is a dynamic and challenging opportunity to apply the latest tools and methods in Big Data and Data Science for a variety of business matters.

The Data Scientist is part of a highly analytical team that provides business critical intelligence and advice for decision support. In this role, you will collaborate with partners in Operations (Underwriting, Claims), Customer Experience, Pricing, Risk, and other functions to define problems, identify data, build predictive and prescriptive models, and deliver optimal solutions across the entire range of Enact’s line of business and customers.

The Data Scientist will report to the Senior Manager of Data Science and provides cross-functional analytical support through effective use of predictive analytics and forecasting methods to improve operational visibility and efficiencies. This Raleigh-based position will support cross-functional as well as cross-platform advanced modeling and promote best practice sharing at Enact.








o Medical, Dental, Vision, Flexible Spending Account options beginning your first day
o Generous Choice Time Off policy
o 12 Paid Holidays
o 40 hours of volunteer time off
o 401K Account with matching contributions
o Tuition Reimbursement and Student Loan Repayment
o Paid Family Leave
o Child Care Subsidy Program


Enact, operating principally through its wholly-owned subsidiary Genworth Mortgage Insurance Corp. since 1981, is a leading U.S. private mortgage insurance provider committed to helping more people achieve the dream of homeownership. Building on a deep understanding of lenders’ businesses and a legacy of financial strength, we partner with lenders to bring best-in class service, leading underwriting expertise, and extensive risk and capital management to the mortgage process, helping to put more people in homes and keep them there. By empowering customers and their borrowers, Enact seeks to positively impact the lives of those in the communities in which it serves in a sustainable way. Enact is headquartered in Raleigh, North Carolina.

Through our values of Excellence, Improvement and Connection, the Enact team delivers on our mission to help more people realize the dream of homeownership. The positive impact we can have on our world inspires us to go the extra mile. We look at the bigger picture, always considering our customers’ processes and their borrowers’ experience. We work hard to anticipate all the effects our actions might have. That can make our work challenging, and also satisfying.

Are you the kind of person who’s always anticipating your customers’ needs? Always one step ahead, ready to catch that unexpected curveball? If so, you could thrive with us.

We are proud to be an equal opportunity employer and all hiring decisions are based on merit, qualifications, and business need. We do not discriminate based upon race, religion, color, national origin, gender (including pregnancy), sexual orientation, gender identity, gender expression, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics.",Staffing & Outsourcing
839,,Data Scientist,"Auburn Hills, MI",Stellantis,3.7,10000+ Employees,$10+ billion (USD),Company - Private,$73K - $139K (Glassdoor est.),Transportation Equipment Manufacturing,"TechniPower has a client in Charlottesville, VA that has an immediate need for a Data Scientist. Responsibilities for this position will include processing, tagging, and indexing unstructured, semi-structured, and structured classified and unclassified data sets.


I have a client in Charlottesville, VA that has an immediate need for a Data Scientist.
If you or anyone you know is qualified or interested in the position listed below, please click ""Apply Now""

MAJOR RESPONSIBILITIES",Manufacturing
840,Unknown / Non-Applicable,Data Science,"Palo Alto, CA",Nauto,3.7,10000+ Employees,Information Technology,2015,$73K - $139K (Glassdoor est.),Company - Private,"Within the Business Analytics area, we leverage cutting edge technologies to allow us to deliver exceptional customer experiences. Significant challenges and opportunities await those who join us in this newly created division of FCA. We are on the threshold of the biggest revolution in personal transportation. We need great people who share our passions.

Everything you do - and learn - will be leading to the future at Stellantis is a place where people are empowered to drive change, where bold challenges are taken on and an entrepreneurial spirit is ever present. Our culture never settles on the status quo; rather, collaboration, curiosity, and unconventional thinking. Every employee, regardless of position in the company, is expected to drive change and lead people.

We employ five key leadership principles that reflect our core values and provide the foundation for the cultural transformation of our workforce: We are a meritocracy. Leadership is a function of leading change and leading people. We embrace and cherish competition. We aim to achieve best-in-class performance. We deliver what we promise.

Stellantis is looking to hire a Data Scientist. This position will play a pivotal role in the planning, execution, and delivery of data science and machine learning-based projects for a customer data platform which will enable 1:1 personalization. The bulk of the work will be in areas of data exploration and preparation, data collection and integration, machine learning (ML) and statistical modeling and data pipe-lining and deployment.",Computer Hardware & Software
841,Unknown / Non-Applicable,Data Scientist,Remote,Avant,4.1,51 to 200 Employees,Information Technology,2015,$73K - $139K (Glassdoor est.),Company - Private,"NautoⓇ is the only real-time AI-powered Driver Behavior Learning Platform able to predict, actively prevent, and rce high-risk events in the mobility ecosystem. By analyzing billions of data points from over 400 million AI-analyzed video miles, Nauto’s machine learning algorithms continuously improve and help to impact driver behavior before events happen, not after. Nauto has enabled the largest commercial fleets in the world to avoid more than 25,000 collisions, resulting in nearly $100 million in savings.
Nauto is located in North America, Japan, and Europe. Nauto is backed by SoftBank Vision FundGroup Corp., Greylock Partners, BMW iVentures, General Motors Ventures, Toyota AI Ventures, Allianz Group, Playground Global and DNX Ventures.
Responsibilities
Build risk models and analyses based on real-life data from large vehicle fleets and insurance companies",Computer Hardware & Software
842,Unknown / Non-Applicable,Data Engineer,"San Francisco, CA",PG&E Corporation,3.6,501 to 1000 Employees,Finance,2012,$73K - $139K (Glassdoor est.),Company - Private,"Avant is dedicated to building premier digital banking solutions for the middle class through a combination of technology, analytics, and superior customer service. Since 2012, Avant has connected over 1.5 million customers to over $7.5 billion in loans and 500,000 credit cards. A high growth financial technology company, Avant has been featured in The Wall Street Journal, The New York Times, TechCrunch, Fortune, Bloomberg, and has raised over $600 million of equity capital. Visit www.avant.com for more information.
We are looking for a highly energetic Data Scientist to join our Marketing Team as we grow Avant’s digital banking business, loan, credit card, and more. The right candidate possesses a passion for driving Marketing initiatives using analytical techniques and thrives in the complex environment of experimentation design, marketing optimization, and ROI. This position will report to the Head of Marketing Analytics and work with cross-functional teams consisting of Product, Risk, Operations, and Compliance. Do you want to help a rapidly ascending FinTech company drive its next phase of growth? If so, Avant is looking for you.",Lending
843,Unknown / Non-Applicable,"Fellow Intern, Data Science, University Students - QuantumBlack","Boston, MA",McKinsey & Company,3.8,10000+ Employees,Business Services,1926,$73K - $139K (Glassdoor est.),Company - Private,"Avant is dedicated to building premier digital banking solutions for the middle class through a combination of technology, analytics, and superior customer service. Since 2012, Avant has connected over 1.5 million customers to over $7.5 billion in loans and 500,000 credit cards. A high growth financial technology company, Avant has been featured in The Wall Street Journal, The New York Times, TechCrunch, Fortune, Bloomberg, and has raised over $600 million of equity capital. Visit www.avant.com for more information.
We are looking for a highly energetic Data Scientist to join our Marketing Team as we grow Avant’s digital banking business, loan, credit card, and more. The right candidate possesses a passion for driving Marketing initiatives using analytical techniques and thrives in the complex environment of experimentation design, marketing optimization, and ROI. This position will report to the Head of Marketing Analytics and work with cross-functional teams consisting of Product, Risk, Operations, and Compliance. Do you want to help a rapidly ascending FinTech company drive its next phase of growth? If so, Avant is looking for you.",Consulting
844,Unknown / Non-Applicable,Data Science Opportunities/ Entry Level for Recent Graduates STEM,"Irvine, CA",PCS Global Tech,4.4,10000+ Employees,Business Services,1926,$73K - $139K (Glassdoor est.),Company - Private,"Qualifications
Master's student completing your first year in a non-business, 2-year master's program with an expected graduation date of December 2022 or May 2023
Less than 2 years of work experience
Experience in statistical modelling and machine learning techniques
Experience in applying data science methods to business problems
Experience in applying advanced analytical and statistical methods in the commercial world
Good presentation and communication skills with the ability to explain complex analytical concepts to people from other fields",Consulting
845,Unknown / Non-Applicable,Data Science,"Waltham, MA",Intralinks,,501 to 1000 Employees,Information Technology,1996,$73K - $139K (Glassdoor est.),Company - Public,"Responsibilities:
· Provides plan with data, reporting and analyses that enable data driven decision making.
· Provides summary analyses in written and oral presentation settings.
· Builds database from scratch. And prepares complex presentations.
· Develops system test cases and documents results, researches system issues and documents findings.
Requirements:
· Bachelor’s degree in Science, Technology, Engineering or Mathematics
· Ability to translate business requirements into non-technical, lay terms",Computer Hardware & Software
846,Unknown / Non-Applicable,Data Science - Product Analytics and Inference,"San Francisco, CA",Databricks,4.8,1001 to 5000 Employees,Information Technology,2013,$73K - $139K (Glassdoor est.),Company - Private,"At Databricks, we are obsessed with enabling data teams to solve the world's toughest problems, from security threat detection to cancer drug development. We do this by building and running the world's best data and AI infrastructure platform, so our customers can focus on the high value challenges that are central to their own missions.
Founded in 2013 by the original creators of Apache Spark, Databricks has grown from a tiny corner office in Berkeley, California to a global organization with over 1000 employees. Thousands of organizations, from small to Fortune 100, trust Databricks with their mission-critical workloads, making us one of the fastest growing SaaS companies in the world.
Our engineering teams build highly technical products that fulfill real, important needs in the world. We constantly push the boundaries of data and AI technology, while simultaneously operating with the resilience, security and scale that is critical to making customers successful on our platform.",Computer Hardware & Software
847,Unknown / Non-Applicable,Data Science Analyst,"Boston, MA",Thermo Fisher Scientific,4.8,1001 to 5000 Employees,Information Technology,2013,$73K - $139K (Glassdoor est.),Company - Private,"At Databricks, we are obsessed with enabling data teams to solve the world's toughest problems, from security threat detection to cancer drug development. We do this by building and running the world's best data and AI infrastructure platform, so our customers can focus on the high value challenges that are central to their own missions.
Founded in 2013 by the original creators of Apache Spark, Databricks has grown from a tiny corner office in Berkeley, California to a global organization with over 1000 employees. Thousands of organizations, from small to Fortune 100, trust Databricks with their mission-critical workloads, making us one of the fastest growing SaaS companies in the world.
Our engineering teams build highly technical products that fulfill real, important needs in the world. We constantly push the boundaries of data and AI technology, while simultaneously operating with the resilience, security and scale that is critical to making customers successful on our platform.",Computer Hardware & Software
848,$1 to $2 billion (USD),Data Science Intern,"Webster, TX",United Fire & Casualty Co,3.8,10000+ Employees,Insurance,1902,$73K - $139K (Glassdoor est.),Company - Public,"What Will You Be A Part Of?

The IT Data Science Analyst for Laboratory Chemicals Division (LCD) is responsible developing and maintaining the divisional data stores needed to provide crucial business insights across the Division. LCD is looking for a business-facing Data Science Analyst that will help us discover the insights hidden in company data. The selected candidate will help the LCD division make smarter decisions to help our customers make the world healthier, cleaner and safer. The role must work closely with Business Intelligence, other IT functions, and functional analysts across Thermo Fisher scientific to drive projects focused on improvements to information to support divisional business insights and analytics. The primary focus will be in applying data mining techniques, doing statistical analysis, and generating business insights that deliver value to the company and our customers. This role will require strong partnership with regional and functional analysts to develop, and execute, various reporting, analytics, and dashboard initiatives.",Biotech & Pharmaceuticals
849,$1 to $2 billion (USD),Machine Learning Engineer,"Mountain View, CA",TikTok,4.2,1001 to 5000 Employees,Insurance,1946,$73K - $139K (Glassdoor est.),Company - Public,"Here at UFG, we have a shared vision built on the dynamic foundation of people, service, profit and growth. We believe this vision is the right approach for our employees, and the smart approach for our business. If you believe in the principles of “people and service” and feel excitement from “profit and growth,” then we encourage you to check out our internship program.
UFG can offer you an award-winning workplace and a trustworthy, financially-stable company. While we’ve always known our commitment to employees and financial stewardship, it is good to have others recognize our dedicated efforts. UFG was named to the “2017 Top Workplaces” list by The Des Moines Register, and was also included on the Forbes’ America’s Most Trustworthy Financial Companies” list for 2015, 2016 and 2017. Additionally, UFG is a super-regional property and casualty insurer rated “A” (Excellent) by A.M. Best Company.
UFG is looking for an ambitious, career-minded individual with a strong data science aptitude and outstanding people skills for a professional Data Science Co-op/Internship. Get a head start with this internship as the hours during the semester are flexible/part-time while moving to full-time in the Summer.",Insurance Carriers
850,Unknown / Non-Applicable,Data Science Analyst,"Redwood City, CA",Sumo Logic,3.7,501 to 1000 Employees,Information Technology,2016,$73K - $139K (Glassdoor est.),Company - Private,"TikTok is the leading destination for short-form mobile video. Our mission is to inspire creativity and bring joy. TikTok has global offices including Los Angeles, New York, London, Paris, Berlin, Dubai, Mumbai, Singapore, Jakarta, Seoul and Tokyo. Recommendation algorithm team plays a central role in the company, driving critical product decisions and platform growth.
The team is made up of machine learning researchers and engineers, who support and innovate on production recommendation models and drive product impact. The team is dynamic, fast-pacing, collaborative and impact-driven.
Responsibilities - What You'II Do",Internet
851,Unknown / Non-Applicable,Data Scientist,"Austin, TX",Oxford Global Resources,3.6,501 to 1000 Employees,Information Technology,2010,$73K - $139K (Glassdoor est.),Company - Public,"Data Scientist
Sumo Logic

Sumo Logic is a SaaS company that helps customers build, run and secure business-critical applications via a secure, cloud-native, continuous intelligence platform


The Data Scientist will play a key role within a fast-growing, fast-paced team, providing insights to our senior leadership to drive key objectives and develop new business strategies.
You will work autonomously to identify opportunities for accelerated revenue growth and to improve operational efficiencies through data science. We are looking for creative thinkers with analytical horsepower coupled with intellectual curiosity.",Computer Hardware & Software
852,$10+ billion (USD),Data Scientist - Data Analytics,"Seattle, WA",Costco Wholesale,3.6,501 to 1000 Employees,Retail,,$73K - $139K (Glassdoor est.),Company - Public,"Job Description
This position will work with marketers and data scientists to develop scalable machine learning models for physical retail and digital sales channels. Looking for strong data and technical skills - the right candidate for this position will have a strong understanding of business and marketing performance.
Responsibilities
Build, maintain and evolve models that measures causal impact of marketing activities like media, promotions, and pricing.
Understand various experiment set up for A/B testing and causal inferencing techniques.
Manage modeling processes from end-to-end including data gathering, data validation, model building, calibration, cross-validation, and maximizing model accuracy. Interpret and validate model results with statistical checks. Design reports, data visualizations and presentations to track model performance and communicate business impact to marketing leadership teams.",General Merchandise & Superstores
853,$10+ billion (USD),Data Science Consultant,"Richardson, TX",Artis Consulting,4.1,10000+ Employees,Retail,1976,$73K - $139K (Glassdoor est.),Company - Public,"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
The Data Scientist - Data Analytics is responsible for generating insights and to augment decision making by the business. At Costco, we are on a mission to significantly leverage big data to provide better products and services for our members. This role is focused on advanced analytics, machine learning and data science delivery to support multiple business areas. This role will partner with Product Owner and business owners to build, test advanced analytics solutions and turn data into actionable insights. This is a senior role to enhance the maturity of advanced analytics methods and coach the team across multiple PODs. The Data Scientist is a knowledgeable leader with an ability to lead and is passionate about data and using machine learning to solve business problems. The right candidate will have and other areas of retail.",General Merchandise & Superstores
854,,Data Science - Intern (paid position),"Mountain View, CA","NeuroPace, Inc.",3.6,51 to 200 Employees,$10 to $25 million (USD),Company - Public,$73K - $139K (Glassdoor est.),Biotech & Pharmaceuticals,"Position Description:
As a Data Science Consultant, you will be responsible for assisting our clients envision, design and deploy Machine Learning and Artificial Intelligence solutions. As part of a small, dynamic team, you will have the opportunity to contribute to multiple phases of the solution life cycle.
Position Requirements:
5-10 years of general technology experience (required)
2-5 years of Machine Learning solution delivery experience using R and/or Python
1+ years of Azure Cognitive Services experience",Biotech & Pharmaceuticals
855,$10+ billion (USD),Data Scientist 1,"Chicago, IL",PayPal,3.6,,Information Technology,1998,$73K - $139K (Glassdoor est.),Company - Public,"Job Description
The successful candidate will function as a key member of the research and development team, interacting closely with clinical, research and engineering personnel. Responsibilities may include data analysis, machine learning model development and validation, deployment and maintenance of ML/AI models on the software production platform, contributing to training dataset development, error analysis and internal documentation.
Responsibilities
Contribute to the development and analysis of large training datasets
Machine learning/deep learning model training and testing.
Error analysis of trained machine learning models.
Contribute to manuscript development and internal documentation.",Internet
856,$10+ billion (USD),Data Scientist (Data Practice),"Chicago, IL",Epsilon,4.1,10000+ Employees,Information Technology,1998,$73K - $139K (Glassdoor est.),Company - Public,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: PayPal's Global Fraud Risk team is looking for Data Scientists who are passionate, committed individuals and want to join the world’s top risk talents in solving some of the most challenging problems in a collaborative global environment that promotes learning and rewards innovation",Internet
857,$10+ billion (USD),Data Science Graduate Internship,"Santa Clara, CA",Intel,4.1,10000+ Employees,Information Technology,1998,$73K - $139K (Glassdoor est.),Company - Public,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: PayPal's Global Fraud Risk team is looking for Data Scientists who are passionate, committed individuals and want to join the world’s top risk talents in solving some of the most challenging problems in a collaborative global environment that promotes learning and rewards innovation",Internet
858,$10+ billion (USD),"Data Scientist, Operations Data Science","Mountain View, CA",Google,4.5,10000+ Employees,Information Technology,1998,$73K - $139K (Glassdoor est.),Company - Public,,Internet
859,Unknown / Non-Applicable,"Sr. Data Scientist, Expansion - Data Science","Denver, CO",Slack,4.5,10000+ Employees,Information Technology,1998,$73K - $139K (Glassdoor est.),Company - Public,"Minimum qualifications:
Master's degree in Operations Research, Industrial Engineering, Statistics, related field, or equivalent practical experience.
2 years of relevant work experience (e.g., as a data scientist) or equivalent. Analytical engagements outside class work while at school can be included.
Experience with statistical software (e.g., R, Python) and database languages (e.g., SQL)

Preferred qualifications:
PhD in Operations Research, Industrial Engineering, Statistics or related field.
Google is proud to be an equal opportunity workplace and is an affirmative action employer. We are committed to equal employment opportunity regardless of race, color, ancestry, religion, sex, national origin, sexual orientation, age, citizenship, marital status, disability, gender identity or Veteran status. We also consider qualified applicants regardless of criminal histories, consistent with legal requirements. See also Google's EEO Policy and EEO is the Law. If you have a disability or special need that requires accommodation, please let us know by completing this form.",Internet
860,$100 to $500 million (USD),Data Scientist,"Austin, TX",Oxford Global Resources,3.6,501 to 1000 Employees,Business Services,1984,$67K - $131K (Glassdoor est.),Subsidiary or Business Segment,"Job Description
This position will work with marketers and data scientists to develop scalable machine learning models for physical retail and digital sales channels. Looking for strong data and technical skills - the right candidate for this position will have a strong understanding of business and marketing performance.
Responsibilities
Build, maintain and evolve models that measures causal impact of marketing activities like media, promotions, and pricing.
Understand various experiment set up for A/B testing and causal inferencing techniques.
Manage modeling processes from end-to-end including data gathering, data validation, model building, calibration, cross-validation, and maximizing model accuracy. Interpret and validate model results with statistical checks. Design reports, data visualizations and presentations to track model performance and communicate business impact to marketing leadership teams.",Staffing & Outsourcing
861,,Data Science Consultant,"Richardson, TX",Artis Consulting,4.8,1 to 50 Employees,,Company - Private,$67K - $131K (Glassdoor est.),$1 to $5 million (USD),"Job Description
This position will work with marketers and data scientists to develop scalable machine learning models for physical retail and digital sales channels. Looking for strong data and technical skills - the right candidate for this position will have a strong understanding of business and marketing performance.
Responsibilities
Build, maintain and evolve models that measures causal impact of marketing activities like media, promotions, and pricing.
Understand various experiment set up for A/B testing and causal inferencing techniques.
Manage modeling processes from end-to-end including data gathering, data validation, model building, calibration, cross-validation, and maximizing model accuracy. Interpret and validate model results with statistical checks. Design reports, data visualizations and presentations to track model performance and communicate business impact to marketing leadership teams.",
862,$10+ billion (USD),Data Scientist - Data Analytics,"Seattle, WA",Costco Wholesale,4.8,1 to 50 Employees,Retail,Company - Private,$67K - $131K (Glassdoor est.),$1 to $5 million (USD),"Position Description:
As a Data Science Consultant, you will be responsible for assisting our clients envision, design and deploy Machine Learning and Artificial Intelligence solutions. As part of a small, dynamic team, you will have the opportunity to contribute to multiple phases of the solution life cycle.
Position Requirements:
5-10 years of general technology experience (required)
2-5 years of Machine Learning solution delivery experience using R and/or Python
1+ years of Azure Cognitive Services experience",General Merchandise & Superstores
863,,Data Scientist (Data Practice),"Chicago, IL",Epsilon,4.1,10000+ Employees,Retail,1976,$67K - $131K (Glassdoor est.),Company - Public,"This is an environment unlike anything in the high-tech world and the secret of Costco’s success is its culture. The value Costco puts on its employees is well documented in articles from a variety of publishers including Bloomberg and Forbes. Our employees and our members come FIRST. Costco is well known for its generosity and community service and has won many awards for its philanthropy. The company joins with its employees to take an active role in volunteering by sponsoring many opportunities to help others. In 2018, Costco contributed over $39 million to organizations such as United Way and Children's Miracle Network Hospitals.
Costco IT is responsible for the technical future of Costco Wholesale, the second largest retailer in the world with wholesale operations in twelve countries. Despite our size and explosive international expansion, we continue to provide a family, employee centric atmosphere in which our employees thrive and succeed. As proof, Costco consistently ranks in the top five of Forbes “America’s Best Employers”.
The Data Scientist - Data Analytics is responsible for generating insights and to augment decision making by the business. At Costco, we are on a mission to significantly leverage big data to provide better products and services for our members. This role is focused on advanced analytics, machine learning and data science delivery to support multiple business areas. This role will partner with Product Owner and business owners to build, test advanced analytics solutions and turn data into actionable insights. This is a senior role to enhance the maturity of advanced analytics methods and coach the team across multiple PODs. The Data Scientist is a knowledgeable leader with an ability to lead and is passionate about data and using machine learning to solve business problems. The right candidate will have and other areas of retail.",General Merchandise & Superstores
