,Salary Estimate,Founded,Company Name,Job Title,Job Description,Rating,Revenue,Sector,Size,Industry,Type of Ownership,Location
548,$34 - $54 Per Hour(Employer est.),1989,Toyota,Data Scientist,"Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Interactive, Technology and Operations services—all powered by the world’s largest network of Advanced Technology and Intelligent Operations centers. Our 514,000 people deliver on the promise of technology and human ingenuity every day, serving clients in more than 120 countries. We embrace the power of change to create value and shared success for our clients, people, shareholders, partners and communities. Visit us at www.accenture.com
We are:
Solutions.AI is Accenture's collection of AI solutions that are designed to unlock new efficiencies and growth, enable new ways of working, and facilitate game-changing innovation–3x faster than the typical product lifecycle. Built and delivered on the foundation of Accenture's unparalleled AI expertise, data services, IP and ecosystem partners, our scalable, modular solutions minimize time to market and maximize business impact. The next AI revolution will be built by people like you. Visit us here to find out more about Solutions.AI.",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"Plano, TX"
549,$34 - $54 Per Hour(Employer est.),1957,Pivosys Inc.,Python Developer -With Data Science Experience,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Sacramento, CA"
550,$34 - $54 Per Hour(Employer est.),Company - Public,LOCKHEED MARTIN CORPORATION,Data Scientist Associate - Level 1,,,,,1 to 50 Employees,,Unknown / Non-Applicable,"Fort Worth, TX"
551,$34 - $54 Per Hour(Employer est.),,RMDS Lab,Data Scientist for GRMDS.org,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",,,,,,,"Pasadena, CA"
552,$34 - $54 Per Hour(Employer est.),,Capgemini,Entry Level Data Engineer - September Start Date,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",,,,,,,"New York, NY"
553,$34 - $54 Per Hour(Employer est.),1863,Bayer,Precision Genomics Data Science Co-Op,"Travel/Relocation: Must be open to both
Start date: September 20th

Working at Capgemini:

Are you interested in working in a high-tech global consulting firm focused on digital transformations and tech solution implementations? We are looking for a goal oriented compassionate person who can work in a fast-paced environment. Due to our rapid growth we are looking to hire a motivated person who is excited to take the next steps with Capgemini.",4.1,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Private,"Chesterfield, MO"
554,$34 - $54 Per Hour(Employer est.),1863,FAAZ Consulting,SAS Data Scientist,"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op",4.1,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Private,"Washington, DC"
555,$34 - $54 Per Hour(Employer est.),1863,FedEx Services,Data Analyst,"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op",4.1,,Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Private,Virginia
556,$34 - $54 Per Hour(Employer est.),2000,PayPal,Data Scientist 3,"Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.",4.1,$1 to $5 million (USD),Transportation & Logistics,10000+ Employees,Logistics & Supply Chain,Company - Public,"Wilmington, DE"
557,$34 - $54 Per Hour(Employer est.),2000,Facebook,"Research Scientist, Optimization Research (Core Data Science - PhD)","Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.",4.1,$1 to $5 million (USD),Transportation & Logistics,10000+ Employees,Logistics & Supply Chain,Company - Public,"Menlo Park, CA"
558,$34 - $54 Per Hour(Employer est.),1946,Fidelity Investments,Data Scientist,"We are looking for Research Scientists with an Operations Research background to join the Core Data Science team. Core Data Science is an interdisciplinary team of quantitative scientists that aims to deliver research and innovation that fundamentally increase the magnitude of Facebook's successes. The ideal candidate will have extensive graduate training in Operations Research methods, and an interest in answering challenging, open-ended research questions with real-world impact. Expertise in one or more of the following fields is preferred: linear programming, non-linear programming, queueing systems, game theory, operations management, and stochastic modeling.
Answer important product and business questions, by applying appropriate Operations Research methods.
Identify new areas across the family of Facebook apps and products, where Operations Research methods can drive product improvements.
Synthesize and apply relevant insights from the academic literature on Operations Research to Facebook’s products.",4.4,$10+ billion (USD),Finance,10000+ Employees,Investment Banking & Asset Management,Company - Private,"Durham, NC"
559,$34 - $54 Per Hour(Employer est.),1946,Envision,Data Scientist with statistics focus – entry level,"Job Description:
The Purpose of Your Role
Fidelity Workplace Investing is seeking a Data Scientist to support our Customer Inclusion initiatives. This position will work with technical professionals in data science and with managers of market research and product development teams. The assignments may include exploratory analysis, feature engineering, cluster analysis, predictive analytics, causal inference, and presentation of findings.
As Data Scientists, we support projects across many areas and ensure the highest degree of quality. You must be a great teammate who thrives in a small, highly effective work environment and communicates with confidence to all levels of Workplace Investing. The ideal Data Scientist handles projects from start to finish. i.e., they can work with market research on survey design, gather required data in any shape and size, process the data, analyze them graphically and statistically, draw useful and unique insights, package the information into effective presentations, and present results to colleagues and business partners.",4.2,$10+ billion (USD),Finance,10000+ Employees,Investment Banking & Asset Management,Company - Private,"West Sacramento, CA"
560,$34 - $54 Per Hour(Employer est.),1963,CVS Health,Data Science Analyst,"Data Scientist with MS in Statistics or Biostatistics

No C2C, must be our W2 employee, will consider qualified OPT EAD

Must relocate to West Sacramento, CA after the pandemic

Required Qualifications:
MS in biostatistics or statistics.
Sophisticated programming skill in R, Python, and experience in SAS.
Good at a wide range of statistical techniques including, but not limited to, experimental design, general and generalized linear mixed models, multivariate statistics, non-parametric analysis, and statistics.
Working experience, including graduate research projects, in machine learning algorithms.",3.0,$10+ billion (USD),Health Care,10000+ Employees,Health Care Services & Hospitals,Company - Public,"New York, NY"
561,$34 - $54 Per Hour(Employer est.),1963,Facebook,"Data Scientist, Analytics (University Grad)","It’s a new day in healthcare!

Combining CVS Health and Aetna was a ground-breaking moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster? Interested in generating analytical insights that inform provider networks and engagement strategies that support members on their individualized health and wellness journey? Aetna's Provider & Network Analytics team delivers strategically impactful programs and tools that expand convenient access to high-quality and affordable care for all members across multiple channels across all stages of life.

At Aetna, we’re pioneering a total approach to health and wellness. As a Data Analyst on the Analytics & Behavior Change team, you’ll build industry-leading analytics, data, and technology platforms to help reimagine health care. This position will play a critical role within a cross-functional team, delivering powerful solutions that inform network strategy and design, improve network performance and provider engagement, develop new provider offerings, and enhance consumer experience.

You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques. You will derive meaning from data and deploy robust solutions through provider-directed engagement channels (e.g., digital) that helps consumers identify affordable care, when they need it, and with whom.

Fundamental Components

Participates in the development, validation and delivery of algorithms, statistical models and reporting tools. Solves basic analytical problems.

Uses knowledge of basic big data concepts to contribute to existing analytics projects and initiatives.

Uses existing procedures and precedents to solve straightforward problems.

Familiarity with big data concepts. Works with manager and members of a single team.

Presents recommendations to manager of team.

With direction, performs analyses of structured and unstructured data to solve basic business problems utilizing advanced statistical techniques and mathematical analyses.

Uses data visualization techniques to effectively communicate analytical results and support business decisions.

Recommends additional sources of data for improvements.

Documents data gathering and processing and provides a detailed set of results and analytical metrics.


0 - 1 year of business experience leading analyses and initiatives with track record of business impact.

0-1 year total business experience. May be directly out of undergraduate program.

0 - 1 year of experience strategy consulting or on strategy teams in large companies

0 - 1 year experience programming using R, Hadoop, or Python

Experience in SAS or SQL or other programming languages.


Healthcare sector experience preferred

Demonstrates strong ability to communicate technical concepts and implications to business partners.

Anticipates and prevents problems and roadblocks before they occur.


Bachelor's degree in quantitative field, or an equivalent combination of formal education and experience.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.0,$10+ billion (USD),Health Care,10000+ Employees,Health Care Services & Hospitals,Company - Public,"Seattle, WA"
562,$34 - $54 Per Hour(Employer est.),1989,Pinnacle Group,Data Engineer (Remote 667-1),"It’s a new day in healthcare!

Combining CVS Health and Aetna was a ground-breaking moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster? Interested in generating analytical insights that inform provider networks and engagement strategies that support members on their individualized health and wellness journey? Aetna's Provider & Network Analytics team delivers strategically impactful programs and tools that expand convenient access to high-quality and affordable care for all members across multiple channels across all stages of life.

At Aetna, we’re pioneering a total approach to health and wellness. As a Data Analyst on the Analytics & Behavior Change team, you’ll build industry-leading analytics, data, and technology platforms to help reimagine health care. This position will play a critical role within a cross-functional team, delivering powerful solutions that inform network strategy and design, improve network performance and provider engagement, develop new provider offerings, and enhance consumer experience.

You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques. You will derive meaning from data and deploy robust solutions through provider-directed engagement channels (e.g., digital) that helps consumers identify affordable care, when they need it, and with whom.

Fundamental Components

Participates in the development, validation and delivery of algorithms, statistical models and reporting tools. Solves basic analytical problems.

Uses knowledge of basic big data concepts to contribute to existing analytics projects and initiatives.

Uses existing procedures and precedents to solve straightforward problems.

Familiarity with big data concepts. Works with manager and members of a single team.

Presents recommendations to manager of team.

With direction, performs analyses of structured and unstructured data to solve basic business problems utilizing advanced statistical techniques and mathematical analyses.

Uses data visualization techniques to effectively communicate analytical results and support business decisions.

Recommends additional sources of data for improvements.

Documents data gathering and processing and provides a detailed set of results and analytical metrics.


0 - 1 year of business experience leading analyses and initiatives with track record of business impact.

0-1 year total business experience. May be directly out of undergraduate program.

0 - 1 year of experience strategy consulting or on strategy teams in large companies

0 - 1 year experience programming using R, Hadoop, or Python

Experience in SAS or SQL or other programming languages.


Healthcare sector experience preferred

Demonstrates strong ability to communicate technical concepts and implications to business partners.

Anticipates and prevents problems and roadblocks before they occur.


Bachelor's degree in quantitative field, or an equivalent combination of formal education and experience.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",3.0,,,51 to 200 Employees,$25 to $50 million (USD),Company - Public,"Memphis, TN"
563,$34 - $54 Per Hour(Employer est.),1989,Treeco Group,Data Engineer,"Title: Data Engineer
Location: 100% Remote
Rate: $55/hr
Contract: Minimum 1 year

Must Have:
SQL
Hive
Python
Light UNIX",1.5,,,51 to 200 Employees,$25 to $50 million (USD),Company - Public,"Chicago, IL"
564,$34 - $54 Per Hour(Employer est.),1989,Accenture,Federal - Data Visualization Specialist,"Title: Data Engineer
Location: 100% Remote
Rate: $55/hr
Contract: Minimum 1 year

Must Have:
SQL
Hive
Python
Light UNIX",,$10+ billion (USD),Business Services,,Consulting,Company - Public,"Arlington, VA"
565,$34 - $54 Per Hour(Employer est.),1989,Delta,Specialist,"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"Atlanta Central City Post Offi, GA"
566,$34 - $54 Per Hour(Employer est.),1989,Vastek Inc.,Data Scientist,"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?",4.1,,Business Services,10000+ Employees,Consulting,Company - Public,"Dallas, TX"
567,$34 - $54 Per Hour(Employer est.),1928,Amgen,Data Scientist – Attribute Science Data Engineering,"United States, Georgia, Atlanta
Inflight Services
15-Jul-2021
Ref #: 7941 How you'll help us Keep Climbing (overview & key responsibilities)
The Specialist will be responsible for driving all OBS Forecast for passenger supplies. These forecasts will include forward projections for supplier production as well as projections for the procurement function.

Work closely across the organization with the stakeholders of the OBS planning, service delivery, supply chain management, and finance groups to generate operational inventory projections
Generate station and warehouse targets (maximum order quantities) based on flight schedule and provisioning estimates
Work closely with the OnBoard Services operational teams to understand operational changes and how they will impact inventory needs
Assist in the development of a new forecasting tools
Identify and develop reports for commonly requested forecast needs
Create dashboards for business users
Clearly articulate forecasting assumptions
Work with operational team to continuously cleanse data with the expectation of constantly improving forecast projections
Be well versed in all OBS processes to help brainstorm process improvement opportunities

What you need to succeed (minimum qualifications)
Where permitted by applicable law, must have received or be willing to receive the COVID-19 vaccine by date of hire to be considered for U.S.-based job, if not currently employed by Delta Air Lines, Inc.
Embraces diverse people, thinking and styles
Consistently makes safety and security, of self and others, the priority
Advanced degree or certification in statistics, information technology, supply chain, IT, business management, engineering or related field
Knowledge of SQL required
Experience with data science tools (R, Python, SAS) preferred
Excellent data analytical skillsable to pull together and combine data from disparate sources to analyze and summarize into recommendations and actions
Excellent cross-organization problem resolution and communication skills
Demonstrated Leadership Potential

What will give you a competitive edge (preferred qualifications) N/A < Go back",4.4,$10+ billion (USD),Travel & Tourism,10000+ Employees,Airlines,Company - Public,"Thousand Oaks, CA"
568,$34 - $54 Per Hour(Employer est.),,people*strata,"Associate, Data Science","United States, Georgia, Atlanta
Inflight Services
15-Jul-2021
Ref #: 7941 How you'll help us Keep Climbing (overview & key responsibilities)
The Specialist will be responsible for driving all OBS Forecast for passenger supplies. These forecasts will include forward projections for supplier production as well as projections for the procurement function.

Work closely across the organization with the stakeholders of the OBS planning, service delivery, supply chain management, and finance groups to generate operational inventory projections
Generate station and warehouse targets (maximum order quantities) based on flight schedule and provisioning estimates
Work closely with the OnBoard Services operational teams to understand operational changes and how they will impact inventory needs
Assist in the development of a new forecasting tools
Identify and develop reports for commonly requested forecast needs
Create dashboards for business users
Clearly articulate forecasting assumptions
Work with operational team to continuously cleanse data with the expectation of constantly improving forecast projections
Be well versed in all OBS processes to help brainstorm process improvement opportunities

What you need to succeed (minimum qualifications)
Where permitted by applicable law, must have received or be willing to receive the COVID-19 vaccine by date of hire to be considered for U.S.-based job, if not currently employed by Delta Air Lines, Inc.
Embraces diverse people, thinking and styles
Consistently makes safety and security, of self and others, the priority
Advanced degree or certification in statistics, information technology, supply chain, IT, business management, engineering or related field
Knowledge of SQL required
Experience with data science tools (R, Python, SAS) preferred
Excellent data analytical skillsable to pull together and combine data from disparate sources to analyze and summarize into recommendations and actions
Excellent cross-organization problem resolution and communication skills
Demonstrated Leadership Potential

What will give you a competitive edge (preferred qualifications) N/A < Go back",4.4,,,,,Unknown / Non-Applicable,"Cincinnati, OH"
569,$34 - $54 Per Hour(Employer est.),Government,Atlanta Regional Commission,Data Visualization Assistant – PT Temp,"ENGINE is a media and marketing services company that exists to futureproof clients business. In a fast-changing world, we empower our clients to outperform in the present and win in the future. Driven by data. Fueled by imagination. Powered by technology. Engine is an ecosystem of creative wunderkinds, uber-nerds, business consultants, cultural mavens, and channel specialists working together to help our clients grow. With global headquarters in New York and 16 locations across North America, the UK, Europe, and Asia-Pacific, Engine offers clients a vast range of marketing solutionsincluding insights, content, distribution, data and technology.

POSITION SUMMARY:",5.0,,Unknown / Non-Applicable,1 to 50 Employees,Government,State & Regional Agencies,"Atlanta Central City Post Offi, GA"
570,$34 - $54 Per Hour(Employer est.),Company - Private,Envision,Data Scientist,"Basic Qualifications:
Masters Degree in Statistics, Biostatistics, Data Science, Applied Mathematics, or another highly quantitative discipline;

Strong Python coding skills for data management, visualization, and basic modeling (strong experience and knowledge with standard data science packages such as numpy, pandas, matplotlib, seaborn, sklearn)

Demonstrated knowledge and experience manipulating and analyzing various data sets

Strong Statistical, machine learning and deep learning modeling experience

Strong analytical and quantitative problem solving ability, with demonstrated ability to build, test, and iterate on a variety of model forms

Fast learner and follows project instructions

Strong communication skills and the ability to work with diverse cross-functional teams


Proven experience with good coding practices such as version control, code documentation, automated testing, and code review

Experience working with agriculture or soybean crop data

Experience working with crop disease management or crop protection

Experience in SQL, PySpark, or SparklyR/Spark

Ability to translate complex technical concepts to collaborations, decision makers, and non-technical audiences",,,Unknown / Non-Applicable,51 to 200 Employees,Business Services,Advertising & Marketing,"Saint Louis, MO"
571,$34 - $54 Per Hour(Employer est.),,Argonne National Laboratory,Data Scientist - Life Sciences,"Basic Qualifications:
Masters Degree in Statistics, Biostatistics, Data Science, Applied Mathematics, or another highly quantitative discipline;

Strong Python coding skills for data management, visualization, and basic modeling (strong experience and knowledge with standard data science packages such as numpy, pandas, matplotlib, seaborn, sklearn)

Demonstrated knowledge and experience manipulating and analyzing various data sets

Strong Statistical, machine learning and deep learning modeling experience

Strong analytical and quantitative problem solving ability, with demonstrated ability to build, test, and iterate on a variety of model forms

Fast learner and follows project instructions

Strong communication skills and the ability to work with diverse cross-functional teams


Proven experience with good coding practices such as version control, code documentation, automated testing, and code review

Experience working with agriculture or soybean crop data

Experience working with crop disease management or crop protection

Experience in SQL, PySpark, or SparklyR/Spark

Ability to translate complex technical concepts to collaborations, decision makers, and non-technical audiences",,,Unknown / Non-Applicable,51 to 200 Employees,Business Services,Advertising & Marketing,"Chicago, IL"
572,$34 - $54 Per Hour(Employer est.),Company - Private,Citi,"Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)","Basic Qualifications:
Masters Degree in Statistics, Biostatistics, Data Science, Applied Mathematics, or another highly quantitative discipline;

Strong Python coding skills for data management, visualization, and basic modeling (strong experience and knowledge with standard data science packages such as numpy, pandas, matplotlib, seaborn, sklearn)

Demonstrated knowledge and experience manipulating and analyzing various data sets

Strong Statistical, machine learning and deep learning modeling experience

Strong analytical and quantitative problem solving ability, with demonstrated ability to build, test, and iterate on a variety of model forms

Fast learner and follows project instructions

Strong communication skills and the ability to work with diverse cross-functional teams


Proven experience with good coding practices such as version control, code documentation, automated testing, and code review

Experience working with agriculture or soybean crop data

Experience working with crop disease management or crop protection

Experience in SQL, PySpark, or SparklyR/Spark

Ability to translate complex technical concepts to collaborations, decision makers, and non-technical audiences",,,Unknown / Non-Applicable,51 to 200 Employees,Business Services,Advertising & Marketing,"Irving, TX"
573,$34 - $54 Per Hour(Employer est.),1989,Accenture,Data Science Specialist,"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"Atlanta Central City Post Offi, GA"
574,$34 - $54 Per Hour(Employer est.),1989,Johnson & Johnson Family of Companies,Data Scientist,"Organization: Corporate Functions/Research
Location: US Negotiable - New York, Boston, Chicago, Atlanta
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions — underpinned by the world’s largest delivery network — Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 505,000 people serving clients in more than 200 cities with operations across 51 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.
People in the Corporate Function contribute to the running of Accenture as a high- performance business through specialization within a specific functional area, and grow into internally focused roles by deepening their skills and/or developing new skills within an internal functional area.",4.1,$10+ billion (USD),Business Services,10000+ Employees,Consulting,Company - Public,"Raritan, NJ"
575,$34 - $54 Per Hour(Employer est.),1887,Novartis,Data Scientist (Machine Learning),"Janssen Pharmaceuticals, Inc., a member of Johnson & Johnson's Family of Companies, is recruiting for a Data Scientist in Janssen Business Technology located in Titusville, NJ, Raritan, NJ or Horsham, PA.
At the Janssen Pharmaceutical Companies of Johnson & Johnson, what matters most is helping people live full and healthy lives. We focus on treating, curing and preventing some of the most devastating and complex diseases of our time. And we pursue the most promising science, wherever it might be found.
The Janssen Pharmaceutical Companies of Johnson & Johnson provide medicines for an array of health concerns in several therapeutic areas. Our ultimate goal is to help people live healthy lives. We have produced and marketed many first-in-class prescription medications and are poised to serve the broad needs of the healthcare market - from patients to practitioners, from clinics to hospitals. For more about the Pharmaceutical Companies of Johnson & Johnson, visit: http://www.janssenpharmaceuticalsinc.com/.
We are Janssen. Our mission drives us. Our patients inspire us. We collaborate with the world for the health of everyone in it.







United States-New Jersey-Titusville-1125 Trenton Harbourton Road

North America-United States-New Jersey-Raritan, North America-United States-Pennsylvania-Horsham

Johnson & Johnson Services Inc. (6090)

R&D

2105949285W",4.2,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Public,"Cambridge, MA"
576,$34 - $54 Per Hour(Employer est.),1996,Accenture,Behavioral Data Science Consultant,"6,000 people dedicated to discovery - 6 research campuses across the globe. As a Data Scientist you will be a part of this great community working to enable the next breakthrough in innovative medicines for patients in need. You will be at the forefront of life sciences, tackling some incredible challenges that are curing diseases and improving patients’ lives.

As a member of the Data Science – Machine Learning team, you will explore and develop machine learning and other advanced analysis approaches to drive drug discovery towards novel innovative medicines. Together with wet-lab scientists and other computational colleagues, you will identify tractable machine learning problems in all stages of drug discovery from disease biology mechanistic understanding, to therapeutic target identification, assay development, safety, and patient stratification. In your role, you will work with drug discovery teams from many different disease areas as part of a large community of hundreds of data scientists in NIBR and Novartis.

You will frame key questions, define appropriate data sets, perform data analysis, or train machine learning models to ultimately address key scientific needs for projects. You will collaborate closely with bench scientists, software engineers, statisticians and bioinformaticians to make sense of high-dimensional pre-clinical and clinical data. This will require you to deploy cutting-edge data science techniques on a wide variety of different data types in order to enable drug discovery teams to succeed. As a successful candidate, you must demonstrate the ability to work cross-functionally, to communicate well, and to deliver impactful results.",4.2,$10+ billion (USD),Biotech & Pharmaceuticals,10000+ Employees,Biotech & Pharmaceuticals,Company - Public,"Austin, TX"
577,$34 - $54 Per Hour(Employer est.),1957,Toyota,Junior Data Scientist,"6,000 people dedicated to discovery - 6 research campuses across the globe. As a Data Scientist you will be a part of this great community working to enable the next breakthrough in innovative medicines for patients in need. You will be at the forefront of life sciences, tackling some incredible challenges that are curing diseases and improving patients’ lives.

As a member of the Data Science – Machine Learning team, you will explore and develop machine learning and other advanced analysis approaches to drive drug discovery towards novel innovative medicines. Together with wet-lab scientists and other computational colleagues, you will identify tractable machine learning problems in all stages of drug discovery from disease biology mechanistic understanding, to therapeutic target identification, assay development, safety, and patient stratification. In your role, you will work with drug discovery teams from many different disease areas as part of a large community of hundreds of data scientists in NIBR and Novartis.

You will frame key questions, define appropriate data sets, perform data analysis, or train machine learning models to ultimately address key scientific needs for projects. You will collaborate closely with bench scientists, software engineers, statisticians and bioinformaticians to make sense of high-dimensional pre-clinical and clinical data. This will require you to deploy cutting-edge data science techniques on a wide variety of different data types in order to enable drug discovery teams to succeed. As a successful candidate, you must demonstrate the ability to work cross-functionally, to communicate well, and to deliver impactful results.",,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Plano, TX"
578,$34 - $54 Per Hour(Employer est.),1957,Pivosys Inc.,Python Developer -With Data Science Experience,"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For",3.9,$10+ billion (USD),Manufacturing,10000+ Employees,Transportation Equipment Manufacturing,Company - Public,"Sacramento, CA"
