,Sector,Company Name,Size,Location,Rating,Job Description,Type of Ownership,Industry,Salary Estimate,Founded,Job Title,Revenue
518,Education,Salt Lake Community College,1001 to 5000 Employees,"Salt Lake City, UT",,"Travel/Relocation: Must be open to both
Start date: September 20th

Working at Capgemini:

Are you interested in working in a high-tech global consulting firm focused on digital transformations and tech solution implementations? We are looking for a goal oriented compassionate person who can work in a fast-paced environment. Due to our rapid growth we are looking to hire a motivated person who is excited to take the next steps with Capgemini.",College / University,Colleges & Universities,$54K - $80K (Employer est.),1948,Data Engineer 1,$50 to $100 million (USD)
519,Education,Pinnacle Group,1001 to 5000 Employees,"Memphis, TN",4.2,"Salt Lake Community College has made a commitment to becoming a data-informed institution to meet ambitious strategic planning metrics. A major portion of this initiative is fueled by the development and continued growth of the college’s data warehouse. The data engineer will work in Data Science and Analytics alongside a team of rockstar analysts, data visualizers, and data scientists to continue the development of the college’s data warehouse. The data engineer will develop, construct, test, and maintain analytical data architectures containing institutional data for Salt Lake Community College. The data engineer will take the lead in data warehouse development including identifying business needs, investigating and relating disparate data sources and creating efficient and performant data pipelines that process raw data into valuable data structures. The data engineer will proactively identify data quality issues and create quality assurance checks, reports, or apply transformations as needed. The data engineer may also develop data products, including dashboards or apps, to communicate complex data relationships or transformations.
Essential Responsibilities and Duties Essential Responsibilities and Duties Continued Preferred Qualifications
Experience with cloud technologies (Docker and Airflow in particular)
Experience with a data warehouse or data integration.
Experience working with a multidisciplinary team of researchers, analysts, and business data users.
Experience with higher education software such as Banner, Canvas, or Starfish.
Three (3) years of experience working with data.
Minimum Qualifications



Knowledge, Skills & Abilities
Non-Essential Responsibilities and Duties Special Instructions

FLSA Exempt SLCC Information",College / University,Colleges & Universities,$54K - $80K (Employer est.),1948,Data Engineer (Remote 667-1),$50 to $100 million (USD)
520,,CVS Health,51 to 200 Employees,"New York, NY",1.5,"Title: Data Engineer
Location: 100% Remote
Rate: $55/hr
Contract: Minimum 1 year

Must Have:
SQL
Hive
Python
Light UNIX",Company - Public,$25 to $50 million (USD),$54K - $80K (Employer est.),1989,Data Science Analyst,
521,Business Services,Accenture,10000+ Employees,"Atlanta Central City Post Offi, GA",3.0,"It’s a new day in healthcare!

Combining CVS Health and Aetna was a ground-breaking moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster? Interested in generating analytical insights that inform provider networks and engagement strategies that support members on their individualized health and wellness journey? Aetna's Provider & Network Analytics team delivers strategically impactful programs and tools that expand convenient access to high-quality and affordable care for all members across multiple channels across all stages of life.

At Aetna, we’re pioneering a total approach to health and wellness. As a Data Analyst on the Analytics & Behavior Change team, you’ll build industry-leading analytics, data, and technology platforms to help reimagine health care. This position will play a critical role within a cross-functional team, delivering powerful solutions that inform network strategy and design, improve network performance and provider engagement, develop new provider offerings, and enhance consumer experience.

You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques. You will derive meaning from data and deploy robust solutions through provider-directed engagement channels (e.g., digital) that helps consumers identify affordable care, when they need it, and with whom.

Fundamental Components

Participates in the development, validation and delivery of algorithms, statistical models and reporting tools. Solves basic analytical problems.

Uses knowledge of basic big data concepts to contribute to existing analytics projects and initiatives.

Uses existing procedures and precedents to solve straightforward problems.

Familiarity with big data concepts. Works with manager and members of a single team.

Presents recommendations to manager of team.

With direction, performs analyses of structured and unstructured data to solve basic business problems utilizing advanced statistical techniques and mathematical analyses.

Uses data visualization techniques to effectively communicate analytical results and support business decisions.

Recommends additional sources of data for improvements.

Documents data gathering and processing and provides a detailed set of results and analytical metrics.


0 - 1 year of business experience leading analyses and initiatives with track record of business impact.

0-1 year total business experience. May be directly out of undergraduate program.

0 - 1 year of experience strategy consulting or on strategy teams in large companies

0 - 1 year experience programming using R, Hadoop, or Python

Experience in SAS or SQL or other programming languages.


Healthcare sector experience preferred

Demonstrates strong ability to communicate technical concepts and implications to business partners.

Anticipates and prevents problems and roadblocks before they occur.


Bachelor's degree in quantitative field, or an equivalent combination of formal education and experience.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart.",Company - Public,Consulting,$54K - $80K (Employer est.),1989,Data Science Specialist,$10+ billion (USD)
522,Business Services,Accenture,10000+ Employees,"Arlington, VA",4.1,"Organization: Corporate Functions/Research
Location: US Negotiable - New York, Boston, Chicago, Atlanta
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions — underpinned by the world’s largest delivery network — Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 505,000 people serving clients in more than 200 cities with operations across 51 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.
People in the Corporate Function contribute to the running of Accenture as a high- performance business through specialization within a specific functional area, and grow into internally focused roles by deepening their skills and/or developing new skills within an internal functional area.",Company - Public,Consulting,$54K - $80K (Employer est.),1989,Federal - Data Visualization Specialist,
523,Business Services,Salesforce,10000+ Employees,"Seattle, WA",4.1,"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?",Company - Public,Consulting,$54K - $80K (Employer est.),1989,Data Science Engineer,$10+ billion (USD)
524,Information Technology,Peapod Digital Labs,10000+ Employees,"Salisbury, NC",4.4,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.
Job Category
Products and Technology
Job Details
We're hiring across teams, which include: Analytics, Commerce, Einstein, IoT, Mulesoft, Search Relevance, Security, Service, Service Protection team, Marketing Cloud

In school, or graduated within the last 12 months? Please visit FutureForce for opportunities

Salesforce is looking for an exceptional engineer ideally with a dual background in machine learning and software engineering to help us take on one of the world’s most extensive data sets and transform it into amazing products that feel like magic. You will work on cutting-edge AI applications and products. Brainstorming data product ideas with data scientists and engineers to build data products used by hundreds of millions people every day.










Pursuant to the San Francisco Fair Chance Ordinance and the Los Angeles Fair Chance Initiative for Hiring, Salesforce will consider for employment qualified applicants with arrest and conviction records.",Company - Public,Computer Hardware & Software,$54K - $80K (Employer est.),1999,Data Science Co-Op,Unknown / Non-Applicable
525,Information Technology,Envision,501 to 1000 Employees,"West Sacramento, CA",3.8,"What’s Our Dish
Announced in May 2018, Peapod Digital Labs (PDL) is an Ahold Delhaize USA company that powers the eCommerce and digital strategies for the Great Local Brands of Ahold Delhaize USA. Accelerating growth in digital and personalization capabilities, PDL is an innovation lab focused on meeting the changing needs of customers, regardless of when, where, and how consumers choose to shop.

Browse The Aisles
A co-op position with our Data Science team is a great way to get hands on experience and mentorship with industry-leading personalization algorithms. This position is an opportunity to collaborate with a fast-growing and globally focused network of data scientists, machine learning engineers, and AI practitioners developing novel approaches to personalization and recommender engines. You will be very hands on and will actively contribute to our code base and algorithm brainstorms.

Recipe for Success - What's “in store” for the role
Create algorithms to better personalize every customer touch point
Develop our core algorithms with strong methodological rigor
Identify strengths, weaknesses, and potential biases of modeling components
Assist Machine Learning Engineers in the development of SDKs for rapid prototyping and deployment of algorithms
Build robust experimentation algorithms to continually improve existing algorithms

The Essentials In Your Cart - The required ingredients
Must be eligible to work in the United States without sponsorship now or in the future (including OPT)
Enrolled in school at the start of the co-op (June 21st – December 17th)
Located in one of our office locations – preference to candidates located in Chicago (IL), Quincy (MA), and Salisbury (NC)

Extra Spices - What you should bring to the table
Strong coding ability in Python. Knowledge of other languages is a bonus!
Familiarity with IDEs, we use PyCharm


Regression, classification, clustering, and time series algorithms
Hyperparameter tuning and model selection
Collaborative filtering
Linear and scalar algebra
Causal inference modeling
Deep learning
NLP

Join Us at Our Table
Peapod Digital Labs is a forward-thinking company with a strong legacy of innovation. We recognize who powers our progress – our people! We offer a great variety of benefits and perks to our employees, including: great health care options, including PPO and HSA plans (with company contributions), dental, vision, flexible spending accounts, a 401k with strong company match and immediate vesting, and generous and flexible paid time off.

We are an equal opportunity employer. We comply with all applicable federal, state and local laws. Qualified applicants are considered without regard to sex, race, color, ancestry, national origin, citizenship status, religion, age, marital status (including civil unions), military service, veteran status, pregnancy (including childbirth and related medical conditions), genetic information, sexual orientation, gender identity, legally recognized disability, domestic violence victim status or any other characteristic protected by law.

6980_external_NC-Salisbury",Company - Public,IT Services,$54K - $80K (Employer est.),2018,Data Scientist with statistics focus – entry level,Unknown / Non-Applicable
526,Biotech & Pharmaceuticals,Bayer,10000+ Employees,"Chesterfield, MO",4.1,"Data Scientist with MS in Statistics or Biostatistics

No C2C, must be our W2 employee, will consider qualified OPT EAD

Must relocate to West Sacramento, CA after the pandemic

Required Qualifications:
MS in biostatistics or statistics.
Sophisticated programming skill in R, Python, and experience in SAS.
Good at a wide range of statistical techniques including, but not limited to, experimental design, general and generalized linear mixed models, multivariate statistics, non-parametric analysis, and statistics.
Working experience, including graduate research projects, in machine learning algorithms.",Company - Private,Biotech & Pharmaceuticals,$54K - $80K (Employer est.),1863,Data Science Co-Op,$10+ billion (USD)
527,Biotech & Pharmaceuticals,Scientific Games,10000+ Employees,"Las Vegas, NV",4.1,"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Data Science Co-Op",Company - Private,Biotech & Pharmaceuticals,$54K - $80K (Employer est.),1863,Associate Mathematician,$2 to $5 billion (USD)
528,Information Technology,Reynolds and Reynolds,5001 to 10000 Employees,"Raleigh, NC",3.7,"Gaming:
Are you ready to level up your career?

At Scientific Games, we are committed to making the best games, platforms and systems in the world. We are looking for smart, passionate and creative people to join our team and help us transform the gaming world. We are a global, industry-leading gaming technology company that embraces challenge, fosters an inclusive culture, values integrity, innovation and winning, and is committed to developing and supporting its people.
Whether you are a member of our award winning game studios, our industry leading systems group, product management, manufacturing group, services or any of our other amazing Gaming teams, you will be creating compelling games played around the world. We are dedicated to being the industry’s only COMPLETE global solutions provider with products that will enhance the entire gaming operation, both on the casino floor and behind the scenes.",Company - Public,Computer Hardware & Software,$54K - $80K (Employer est.),1984,Associate Data Analyst,$2 to $5 billion (USD)
529,,CBL Solutions,1001 to 5000 Employees,"Lawrenceville, NJ",3.5,"This is a full-time, remote opportunity.
We are looking for a passionate and creative data analyst to join our team. You will work directly with our Machine Learning and Analytics team to support our existing technologies and build the future of automotive technology through data-driven solutions. As a data analyst associate you will:
Utilize data to illustrate business trends and identify areas of opportunity
Conduct analytical research to optimize digital interaction with customers
Design and deliver reports and insights that analyze business functions, key operations,
and performance metrics
Facilitate A/B testing to aid feature development and validation of outcomes for teams
across the company
guide strategic decisions",Unknown / Non-Applicable,,$54K - $80K (Employer est.),1866,Data Science - Entry Level,
530,,Bose,1 to 50 Employees,"Framingham, MA",2.4,"Role - Data Science - Entry Level
Location - NJ
Experience - Fresher
Data Scientist Skills:
Statistics.
At least one programming language – R/ Python.
Data Extraction, Transformation, and Loading.
Data Wrangling and Data Exploration.
Machine Learning Algorithms.
Advanced Machine Learning (Deep Learning)",Unknown / Non-Applicable,,$54K - $80K (Employer est.),Private Practice / Firm,Data Analyst – Data Science and Advanced Analytics - Data Center of Excellence,
531,,RMDS Lab,,"Pasadena, CA",,,,,$54K - $80K (Employer est.),,Data Scientist for GRMDS.org,
532,Biotech & Pharmaceuticals,Bayer,,"Chesterfield, MO",,"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns",Company - Private,Biotech & Pharmaceuticals,$54K - $80K (Employer est.),,Precision Genomics Data Science Co-Op,$10+ billion (USD)
533,Biotech & Pharmaceuticals,Ovintiv,10000+ Employees,"The Woodlands, TX",4.1,"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op",Company - Private,Biotech & Pharmaceuticals,$54K - $80K (Employer est.),1863,Production Data Analyst,$10+ billion (USD)
534,"Oil, Gas, Energy & Utilities",Facebook,1001 to 5000 Employees,"Menlo Park, CA",3.3,"As an employer, we foster an exciting culture of innovation that offers challenging and dynamic work to unlock the potential of our people. We are collaborative, fast-paced, engaged and relentlessly focused on our goals.
Attracting and retaining the right people is the key to our business strategy. We provide our employees with a variety of career growth opportunities and programs that recognize and reward demonstrated results. Our work environment promotes knowledge sharing, transparency and innovation.
Posting Close Date:
08/14/2021
Ovintiv is looking for a Production Data Analyst to join the Rockies Production team. The team is seeking an energetic, detail-oriented individual with a goal of maximizing production by mining, analyzing, reporting and automating oil and gas production and financial data across multiple databases and departments.",Company - Public,Oil & Gas Exploration & Production,$54K - $80K (Employer est.),2002,Data Analyst,$10+ billion (USD)
535,Information Technology,PayPal,10000+ Employees,"Wilmington, DE",4.4,"At Facebook Reality Labs (FRL), our goal is to explore, innovate and design novel interfaces and hardware subsystems for the next generation of virtual, augmented, and mixed reality experiences. We are looking for a skilled and motivated Data Analyst to join our team, whose mission is to connect and build reporting for our data systems. We are specifically looking for a candidate with experience in defining and building data aggregation and reporting systems for manufacturing facilities and who can work with a team of engineers and technicians who are developing new manufacturing processes. More broadly, the chosen candidate will work with a diverse and highly interdisciplinary team of researchers and engineers and will have access to cutting edge technology, resources, and manufacturing facilities.
Develop roadmap based on current state survey of data forms and generation environments
Own the aggregation and reporting of manufacturing systems data, including – MES data, Shop floor trend data, metrology raw data, metrology production data, research data, and external contract data
Maintain and design data systems to receive or process data from various levels of the manufacturing process including text files, system logs, external databases, external company extracts",Company - Public,Internet,$54K - $80K (Employer est.),2004,Data Scientist 3,$10+ billion (USD)
536,Information Technology,Facebook,10000+ Employees,"Menlo Park, CA",4.1,"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies. Looking for a seasoned analytics professional to join the Global Merchant Lending analytics team and make an immediate impact. The ideal candidate is highly skilled in credit card marketing analytics and can deliver results for our stakeholders.",Company - Public,Internet,$54K - $80K (Employer est.),1998,"Data Scientist, Analytics (University Grad)",$10+ billion (USD)
537,Information Technology,Disney Streaming Services,10000+ Employees,"New York, NY",4.4,"Are you passionate about Facebook’s product, analytics and technology? The Analytics team is looking for fast-moving analytics candidates and data junkies who want to make an impact. Candidates will help own analytics for a particular product or business at Facebook and work with product managers and engineers to translate the analysis into meaningful impact to the business. Please note that candidates will have a general interview and then we will make a determination of actual team assignments.
Perform large-scale data analysis and develop effective statistical models for segmentation, classification, optimization, time series, etc.
Design and implement reporting dashboards that track key business metrics and provide actionable insights
Identify actionable insights, suggest recommendations and influence the direction of the business by effectively communicating results to cross-functional groups
Work closely with Product or Engineering & Operations teams to proactively create rule and manage decisions",Company - Public,Internet,$54K - $80K (Employer est.),2004,"Data Governance Analyst, Disney Streaming",Unknown / Non-Applicable
538,Information Technology,LOCKHEED MARTIN CORPORATION,501 to 1000 Employees,"Fort Worth, TX",3.6,"Job Summary:
We are looking for an analyst to join our Data Governance team. In this role you will work directly with analytics, data architecture, and data engineering stakeholders to ensure our data ecosystem maintains the highest standards for data quality, privacy, security and cataloguing across our global footprint for Disney Streaming Services.
You will operate cross-functionally over each domain as needed as we build out projects that help us monitor and evaluate data for internal team stakeholders. You will directly contribute to the success of our data strategy by working cross-functionally with data, instrumentation, engineering and product.
At Disney Streaming Services, data is central to measuring all aspects of the business, and critical to its operations and growth. Data Governance works closely with data engineering, legal, back-end services and front-end technology teams to drive our governance strategy designed to ensure quality data that is both secure and compliant with internal and external compliance legal guidelines such as CCPA and GDPR.",Company - Private,Internet,$54K - $80K (Employer est.),2018,Data Scientist Associate - Level 1,Unknown / Non-Applicable
539,Aerospace & Defense,"University of California, Santa Barbara",10000+ Employees,"Santa Barbara, CA",4.1,"Lockheed Martin Aeronautics. Be More Than You Can Imagine.

Perform Modeling, Simulation & Analysis (MS&A) in support of F-35 Sustainment. Successful candidate will be responsible to : 1) Utilize modeling & simulation technical principles, theories, concepts, and techniques to conduct supportability and Performance Based Logistics (PBL) metrics assessments using commercial, government, and LM developed tools, 2) Work under the guidance of a technical lead to implement improved Sustainment modeling & analysis capabilities in several areas, and 3) Analyze F-35 fielded performance developing solutions to assigned problems for the purpose of forecasting, root cause analysis, evaluation of potential solutions, and assessment of corrective actions.

A level 1 employee Typically has 0 - 3 years of professional experience.

What’s In It For You
Our employees play an active role in strengthening the quality of life where we live and work by volunteering more than 850,000 hours annually. Here are some of the benefits you can enjoy:

Learn more about Lockheed Martin’s comprehensive benefits package here.

This position is in Fort Worth, TX Discover Fort Worth.

This position is in Palmdale, CA Discover Palmdale.

Bachelor of Science degree in Engineering or related technical discipline (Industrial, Mechanical, Aerospace, Electrical, Etc), Physics, Data Science, Data Analysis, Physics, or Mathematics (use of stochastic and deterministic data models) or related technical disciplines with an emphasis in modeling, data manipulation, and/or the application of mathematical and statistical methods to business and risk management problems.

Foundational understanding of a broad set of tools to be able to apply the right tool to each data exploration activity. Tools could include, for example:

job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Experienced Professional",Company - Public,Aerospace & Defense,$54K - $80K (Employer est.),1995,Data Science Program Coordinator,$10+ billion (USD)
540,Aerospace & Defense,LOCKHEED MARTIN CORPORATION,10000+ Employees,"Aguadilla, PR",,"Position Information
Payroll Title: Student Services Advisor 2
Job Code: 4574
Job Open Date: 5/12/21
Open Until Filled
Department Code-Name: COMS
Percentage of Time: 50%",Company - Public,Aerospace & Defense,$54K - $80K (Employer est.),1995,Data Governance Analyst,$10+ billion (USD)
541,Aerospace & Defense,Citi,10000+ Employees,"Irving, TX",4.1,"The selected candidate will serve as a Data Governance Analyst within Lockheed Martin (LM) Chief Data & Analytics Office (CDAO) supporting the Rotary and Mission Systems (RMS). The selected candidate will assist the Data Governance team with developing and enhancing Lockheed Martin CDAO RMS’s data strategy to best optimize, protect, and leverage data as an enterprise asset. The candidate will work across the people, process, and technology pillars of data governance to operationalize data governance across the RMS business area. The role will have a particular focus on supporting the development of data governance processes within RMS by working with stakeholders to understand their business needs, translate them into data problems, and then set the direction of the projects to solve these problems.

The work location for this position is virtual.
Duties and responsibilities include, but are not limited to:
Assist the data governance team in the formation and execution of data governance frameworks, policies, and standards


Strong understanding of databases and data structures and proficiency in Structured Query Language (SQL)

job.Qualifications


Join us at Lockheed Martin, where your mission is ours. Our customers tackle the hardest missions. Those that demand extraordinary amounts of courage, resilience and precision. They’re dangerous. Critical. Sometimes they even provide an opportunity to change the world and save lives. Those are the missions we care about.

As a leading technology innovation company, Lockheed Martin’s vast team works with partners around the world to bring proven performance to our customers’ toughest challenges. Lockheed Martin has employees based in many states throughout the U.S., and Internationally, with business locations in many nations and territories.

Experienced Professional",Company - Public,Aerospace & Defense,$54K - $80K (Employer est.),1995,"Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)",$10+ billion (USD)
542,Finance,FedEx Services,10000+ Employees,Virginia,3.9,"Citi Consumer Technology is seeking dozens of talented entry-level engineers for its Data & Analytics organization, based in Dallas, Texas, and Jacksonville, Fla.
We work with a variety of technologies and are hiring across multiple teams, including Visualization, Data Engineering & Machine Learning Engineering. You’ll find more information below on our roles, our interview process, and our commitment to your growth and development.
Applications are accepted year-round, with multiple start dates organized around orientation trainings.
Our Organization
The best way to think about Citi Consumer Technology is that we’re a tech company inside a bank. We develop software that has a variety of end users: mobile apps and websites that help our customers manage their money, desktop software that allows our customer service agents to provide help and advice, and internal databases, microservices or tools that teams at Citi rely upon every day.
Technology
Digital Software Engineering",Company - Public,Investment Banking & Asset Management,$54K - $80K (Employer est.),1812,Data Analyst,$10+ billion (USD)
543,Transportation & Logistics,Pivosys Inc.,10000+ Employees,"Sacramento, CA",4.1,"Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.",Company - Public,Logistics & Supply Chain,$54K - $80K (Employer est.),2000,Python Developer -With Data Science Experience,$1 to $5 million (USD)
544,Transportation & Logistics,Brilliant,10000+ Employees,"Lake Forest, IL",4.1,"Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role.",Company - Public,Logistics & Supply Chain,$54K - $80K (Employer est.),2000,Data Visualization Analyst,
545,,Treeco Group,,"Chicago, IL",,"Python Developer - With Data Science Experience
C2C
Position is with Cognizant and so should not have a submission with them in the last 3 months. if you applied, don't apply now.
Job Type: Full-time
Pay: $35.00 - $56.00 per hour
Schedule:
8 hour shift",,,$54K - $80K (Employer est.),,Data Engineer,
546,Information Technology,Capgemini,,"New York, NY",,"We’re looking for an experienced Data Engineer with a strong background in statistics and SQL, Python and/or R skills to join our team! Do you want a role where you can really make a difference? Then this role could be perfect for you! In this role you will apply your deep expertise in analytics and data science techniques to enable better customer understanding and inform business decisioning for us.
Key Responsibilities
Contribute to a shared analytics architecture and plan for machine decisioning, claims optimisation and manage components of delivery to that plan.
Elicit and understand stakeholder needs before scoping and developing analytical methodologies to generate training data and build advanced analytical models and solutions with a view to activating them within business processes.
Adopt a product management approach to deliver valuable improvements often, continuously improve and meet stakeholder needs.",Company - Public,Enterprise Software & Network Solutions,$54K - $80K (Employer est.),1967,Entry Level Data Engineer - September Start Date,$10+ billion (USD)
547,,Delta,10000+ Employees,"Atlanta Central City Post Offi, GA",3.8,"Travel/Relocation: Must be open to both
Start date: September 20th

Working at Capgemini:

Are you interested in working in a high-tech global consulting firm focused on digital transformations and tech solution implementations? We are looking for a goal oriented compassionate person who can work in a fast-paced environment. Due to our rapid growth we are looking to hire a motivated person who is excited to take the next steps with Capgemini.",Company - Public,Enterprise Software & Network Solutions,$54K - $80K (Employer est.),1967,Specialist,$10+ billion (USD)
548,Travel & Tourism,Salt Lake Community College,10000+ Employees,"Salt Lake City, UT",4.4,"United States, Georgia, Atlanta
Inflight Services
15-Jul-2021
Ref #: 7941 How you'll help us Keep Climbing (overview & key responsibilities)
The Specialist will be responsible for driving all OBS Forecast for passenger supplies. These forecasts will include forward projections for supplier production as well as projections for the procurement function.

Work closely across the organization with the stakeholders of the OBS planning, service delivery, supply chain management, and finance groups to generate operational inventory projections
Generate station and warehouse targets (maximum order quantities) based on flight schedule and provisioning estimates
Work closely with the OnBoard Services operational teams to understand operational changes and how they will impact inventory needs
Assist in the development of a new forecasting tools
Identify and develop reports for commonly requested forecast needs
Create dashboards for business users
Clearly articulate forecasting assumptions
Work with operational team to continuously cleanse data with the expectation of constantly improving forecast projections
Be well versed in all OBS processes to help brainstorm process improvement opportunities

What you need to succeed (minimum qualifications)
Where permitted by applicable law, must have received or be willing to receive the COVID-19 vaccine by date of hire to be considered for U.S.-based job, if not currently employed by Delta Air Lines, Inc.
Embraces diverse people, thinking and styles
Consistently makes safety and security, of self and others, the priority
Advanced degree or certification in statistics, information technology, supply chain, IT, business management, engineering or related field
Knowledge of SQL required
Experience with data science tools (R, Python, SAS) preferred
Excellent data analytical skillsable to pull together and combine data from disparate sources to analyze and summarize into recommendations and actions
Excellent cross-organization problem resolution and communication skills
Demonstrated Leadership Potential

What will give you a competitive edge (preferred qualifications) N/A < Go back",Company - Public,Airlines,$54K - $80K (Employer est.),1928,Data Engineer 1,$10+ billion (USD)
