,Founded,Revenue,Location,Job Title,Rating,Company Name,Size,Type of Ownership,Industry,Sector,Salary Estimate,Job Description
508,1976,$2 to $5 billion (USD),"Blue Bell, PA",Data Scientist 1,4.1,PRA Health Sciences,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),
509,1976,,"Washington, DC",SAS Data Scientist,4.1,FAAZ Consulting,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"ICON plc is a world-leading healthcare intelligence and clinical research organisation. From molecule to medicine, we advance clinical research providing outsourced services to pharmaceutical, biotechnology, medical device and government and public health organisations.

With our patients at the centre of all that we do, we help to accelerate the development of drugs and devices that save lives and improve quality of life.

Our people are our greatest strength, are at the core of our culture, and the driving force behind our success. ICON people have a mission to succeed and a passion that ensures what we do, we do well.
Responsibilities
Using applications in Oracle SQL databases, Unix, Hadoop, and MS Office. Designs and develops Operational Data Store (ODS) and Dimensional DataMart model storage solutions Develops comprehensive data integration into custom data warehouse projects. Designs and develops both ad hoc and static reporting solutions. Designs and administers data quality mechanisms. Delivers robust test cases, plans, and strategies. Handles all phases of Software Development Life Cycle, including facilitation, collaboration, knowledge transfer, process improvement, and automate into production environment Troubleshoot issues related to existing warehouses to meet client deliverable SLAs."
510,1863,$10+ billion (USD),"Chesterfield, MO",Precision Genomics Data Science Co-Op,4.1,Bayer,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op"
511,1863,$10+ billion (USD),"Las Vegas, NV",Data Governance Tool/Analyst,4.1,Capgemini,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op"
512,1989,$10+ billion (USD),"Atlanta Central City Post Offi, GA",Data Science Specialist,4.1,Accenture,,Company - Public,Consulting,Business Services,$56K - $118K (Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op"
513,1989,$10+ billion (USD),"Irving, TX","Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)",4.1,Citi,10000+ Employees,Company - Public,Consulting,Business Services,$56K - $118K (Employer est.),"Organization: Corporate Functions/Research
Location: US Negotiable - New York, Boston, Chicago, Atlanta
Accenture is a leading global professional services company, providing a broad range of services and solutions in strategy, consulting, digital, technology and operations. Combining unmatched experience and specialized skills across more than 40 industries and all business functions — underpinned by the world’s largest delivery network — Accenture works at the intersection of business and technology to help clients improve their performance and create sustainable value for their stakeholders. With 505,000 people serving clients in more than 200 cities with operations across 51 countries, Accenture drives innovation to improve the way the world works and lives. Visit us at www.accenture.com.
People in the Corporate Function contribute to the running of Accenture as a high- performance business through specialization within a specific functional area, and grow into internally focused roles by deepening their skills and/or developing new skills within an internal functional area."
514,,,"Pasadena, CA",Data Scientist for GRMDS.org,,RMDS Lab,,,,,$56K - $118K (Employer est.),
515,1998,$10+ billion (USD),"San Jose, CA",Data Scientist 1,4.1,PayPal,10000+ Employees,Company - Public,Internet,Information Technology,$56K - $118K (Employer est.),"We are looking for a Data Scientist to analyze large amounts of raw information to find patterns and insights that will help our company and our clients. We will rely on you to build data products to extract valuable business insights. In this role, you should be highly analytical with a knack for analysis, math and statistics. Critical thinking and problem-solving skills are essential for interpreting data. We want to see a passion for machine-learning and research. Your goal will be to help our company and our clients analyze trends to make better decisions.
Responsibilities
Identify valuable data sources and automate collection processes
Undertake preprocessing of structured and unstructured data
Analyze large amounts of information to discover trends and patterns"
516,1998,$10+ billion (USD),"Fort Worth, TX",Data Scientist Associate - Level 1,4.1,LOCKHEED MARTIN CORPORATION,10000+ Employees,Company - Public,Internet,Information Technology,$56K - $118K (Employer est.),"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Simility, a PayPal Service, is an end-to-end fraud management platform helping large merchants, banks, and other Fortune 1000 companies manage fraud and risk. Our systems help enterprises detect fraudulent events real time and help protect these enterprises from online threats. We do so by creatively harnessing the power of data, machine learning and humans and be on the cutting edge of fraud detection techniques and algorithms. Simility welcomes big thinkers and passionate team players, who are ready to take their career to the next level."
517,1998,$10+ billion (USD),"Chicago, IL",Data Scientist - Life Sciences,4.1,Argonne National Laboratory,10000+ Employees,Company - Public,Internet,Information Technology,$56K - $118K (Employer est.),"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Simility, a PayPal Service, is an end-to-end fraud management platform helping large merchants, banks, and other Fortune 1000 companies manage fraud and risk. Our systems help enterprises detect fraudulent events real time and help protect these enterprises from online threats. We do so by creatively harnessing the power of data, machine learning and humans and be on the cutting edge of fraud detection techniques and algorithms. Simility welcomes big thinkers and passionate team players, who are ready to take their career to the next level."
518,2018,Unknown / Non-Applicable,"Chicago, IL",Data Science Co-Op,3.8,Peapod Digital Labs,501 to 1000 Employees,Company - Public,IT Services,Information Technology,$56K - $118K (Employer est.),"In this exciting area of research, you will be applying machine learning techniques to problems in the life sciences with an emphasis on using computational approaches for detecting patterns in a variety of contexts including cancer, brain injury, infectious disease and microbial community datasets. Problems typically involve the construction of computational models for phenotype prediction from data that includes genomic data and other omics data. This role will develop and apply computational models on new experimental data, provide measures of uncertainty, and participate in interdisciplinary discussions aimed at the design of new experiments. You will report on results of research including publishing scholarly papers in scientific journals, give presentations at symposia, conferences, meetings, and seminars. You will also participate in the preparation of reports and proposals required by funding agencies to obtain and continue funding support.
We are seeking outstanding people to join us in the Data Science and Learning Division and the Bioscience Division at all career levels. As a multidisciplinary national laboratory, Argonne offers an exciting campus atmosphere in which to collaborate on interdisciplinary projects developing solutions to complex scientific and engineering problems on the world’s largest parallel supercomputers.
Research Development (RD)
Biology 1
Long-Term (Fixed Term)
Full time"
519,2018,Unknown / Non-Applicable,"Plano, TX",Junior Data Scientist,3.8,Toyota,501 to 1000 Employees,Company - Public,IT Services,Information Technology,$56K - $118K (Employer est.),"What’s Our Dish
Announced in May 2018, Peapod Digital Labs (PDL) is an Ahold Delhaize USA company that powers the eCommerce and digital strategies for the Great Local Brands of Ahold Delhaize USA. Accelerating growth in digital and personalization capabilities, PDL is an innovation lab focused on meeting the changing needs of customers, regardless of when, where, and how consumers choose to shop.

Browse The Aisles
A co-op position with our Data Science team is a great way to get hands on experience and mentorship with industry-leading personalization algorithms. This position is an opportunity to collaborate with a fast-growing and globally focused network of data scientists, machine learning engineers, and AI practitioners developing novel approaches to personalization and recommender engines. You will be very hands on and will actively contribute to our code base and algorithm brainstorms.

Recipe for Success - What's “in store” for the role
Create algorithms to better personalize every customer touch point
Develop our core algorithms with strong methodological rigor
Identify strengths, weaknesses, and potential biases of modeling components
Assist Machine Learning Engineers in the development of SDKs for rapid prototyping and deployment of algorithms
Build robust experimentation algorithms to continually improve existing algorithms

The Essentials In Your Cart - The required ingredients
Must be eligible to work in the United States without sponsorship now or in the future (including OPT)
Enrolled in school at the start of the co-op (June 21st – December 17th)
Located in one of our office locations – preference to candidates located in Chicago (IL), Quincy (MA), and Salisbury (NC)

Extra Spices - What you should bring to the table
Strong coding ability in Python. Knowledge of other languages is a bonus!
Familiarity with IDEs, we use PyCharm


Regression, classification, clustering, and time series algorithms
Hyperparameter tuning and model selection
Collaborative filtering
Linear and scalar algebra
Causal inference modeling
Deep learning
NLP

Join Us at Our Table
Peapod Digital Labs is a forward-thinking company with a strong legacy of innovation. We recognize who powers our progress – our people! We offer a great variety of benefits and perks to our employees, including: great health care options, including PPO and HSA plans (with company contributions), dental, vision, flexible spending accounts, a 401k with strong company match and immediate vesting, and generous and flexible paid time off.

We are an equal opportunity employer. We comply with all applicable federal, state and local laws. Qualified applicants are considered without regard to sex, race, color, ancestry, national origin, citizenship status, religion, age, marital status (including civil unions), military service, veteran status, pregnancy (including childbirth and related medical conditions), genetic information, sexual orientation, gender identity, legally recognized disability, domestic violence victim status or any other characteristic protected by law.

6980_external_IL-Chicago"
520,1967,$10+ billion (USD),"New York, NY",Entry Level Data Engineer - September Start Date,3.8,Capgemini,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$56K - $118K (Employer est.),"Who We Are
Collaborative. Respectful. A place to dream and do. These are just a few words that describe what life is like at Toyota. As one of the world's most admired brands, Toyota is growing and leading the future of mobility through innovative, high-quality solutions designed to enhance lives and delight those we serve. We're looking for diverse, talented team members who want to Dream. Do. Grow. with us.
An important part of the Toyota family is Toyota Financial Services (TFS), the finance and insurance brand for Toyota and Lexus in North America. While TFS is a separate business entity, it is an essential part of this world-changing company – delivering on Toyota's vision to move people beyond what's possible. At TFS, you will help create best-in-class customer experiences in an innovative, collaborative environment.
Who We're Looking For"
521,1967,$10+ billion (USD),"Menlo Park, CA","Research Scientist, Optimization Research (Core Data Science - PhD)",3.8,Facebook,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$56K - $118K (Employer est.),"Travel/Relocation: Must be open to both
Start date: September 20th

Working at Capgemini:

Are you interested in working in a high-tech global consulting firm focused on digital transformations and tech solution implementations? We are looking for a goal oriented compassionate person who can work in a fast-paced environment. Due to our rapid growth we are looking to hire a motivated person who is excited to take the next steps with Capgemini."
522,1902,$10+ billion (USD),"Greenville, NC",QC Scientist 1 - Data Auditor,3.8,Thermo Fisher Scientific,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"We are looking for Research Scientists with an Operations Research background to join the Core Data Science team. Core Data Science is an interdisciplinary team of quantitative scientists that aims to deliver research and innovation that fundamentally increase the magnitude of Facebook's successes. The ideal candidate will have extensive graduate training in Operations Research methods, and an interest in answering challenging, open-ended research questions with real-world impact. Expertise in one or more of the following fields is preferred: linear programming, non-linear programming, queueing systems, game theory, operations management, and stochastic modeling.
Answer important product and business questions, by applying appropriate Operations Research methods.
Identify new areas across the family of Facebook apps and products, where Operations Research methods can drive product improvements.
Synthesize and apply relevant insights from the academic literature on Operations Research to Facebook’s products."
523,1902,$10+ billion (USD),"Atlanta Central City Post Offi, GA",Big Data Dev,3.8,Capgemini,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"Job Title: QC Scientist I – Data Auditor
Job Number: 157612BR
When you’re part of the team at Thermo Fisher Scientific, you’ll do important work, like helping customers in finding cures for cancer, protecting the environment or making sure our food is safe. Your work will have real-world impact, and you’ll be supported in achieving your career goals
How will you make an impact?
Performs Data Auditing for Environmental Monitoring in support of production activities. Job function includes auditing of paperwork completed during Environmental Monitoring activities, writing investigations, and support batch record release. Typical shift hours are 8:00am-4:30pm on a Monday-Friday schedule. Occasional overtime required."
524,1967,$10+ billion (USD),"Sacramento, CA",Python Developer -With Data Science Experience,3.8,Pivosys Inc.,10000+ Employees,Company - Public,Enterprise Software & Network Solutions,Information Technology,$56K - $118K (Employer est.),"Duration: 3+Months

Requirements:

Can deploy infrastructure on their own
Can setup CI/CD on their own
Is familiar with testing strategies
In depth knowledge of SQL and relational databases
Has exposure to other types of databases such as NoSQL
Understands enough about metadata and data governance"
525,2000,$1 to $5 million (USD),Virginia,Data Analyst,4.1,FedEx Services,10000+ Employees,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$56K - $118K (Employer est.),"Python Developer - With Data Science Experience
C2C
Position is with Cognizant and so should not have a submission with them in the last 3 months. if you applied, don't apply now.
Job Type: Full-time
Pay: $35.00 - $56.00 per hour
Schedule:
8 hour shift"
526,2000,$1 to $5 million (USD),"Chicago, IL",Data Engineer,4.1,Treeco Group,10000+ Employees,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$56K - $118K (Employer est.),"Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role."
527,1989,$10+ billion (USD),"Arlington, VA",Federal - Data Visualization Specialist,,Accenture,10000+ Employees,Company - Public,Consulting,Business Services,$56K - $118K (Employer est.),"Company: FedEx Services
Job Title: Data Analyst
Job Requisition Number: RC389493
Category: Decision Science & Analytics
Pay Type: Exempt
Locations:
Remote, Tennessee 38120
United States

Oklahoma City, Oklahoma 73105
United States

Compensation: Monthly Salary $4504.12 - $6688.92
The estimate displayed represents the typical salary range or starting rate of candidates hired in Colorado. Factors that may be used to determine your actual salary may include your specific skills, your remote work location (for remote postings), how many years of experience you have, and comparison to other employees already in this role."
528,1989,$50 to $100 million (USD),"Salt Lake City, UT",Data Engineer 1,4.1,Salt Lake Community College,10000+ Employees,Company - Public,Consulting,Education,$56K - $118K (Employer est.),"Organization: Accenture Federal Services
Location: Washington, DC
We are:
Accenture Federal Services, helping our federal clients tackle their toughest challenges while unleashing their fullest potential…and then some. What makes our approach so unique? Operating from the nation’s capital, we bring together commercial innovation and leading-edge technologies to deliver an integrated and interactive experience that far exceeds expectations. How? Our passion meets purpose! Through our diverse culture and inclusive thinking, we embrace our employees' ideas taking them from concept to practical solutions. Not to mention, we sleep well at night knowing our work directly impacts and improves the way the world works. We keep our tech smarts sharp by providing abundant training and certification opportunities. Are you ready to learn and grow in a career, while making a difference?"
529,1948,$50 to $100 million (USD),"Saint Louis, MO",Data Scientist,4.2,Envision,1001 to 5000 Employees,College / University,Colleges & Universities,Education,$56K - $118K (Employer est.),"Salt Lake Community College has made a commitment to becoming a data-informed institution to meet ambitious strategic planning metrics. A major portion of this initiative is fueled by the development and continued growth of the college’s data warehouse. The data engineer will work in Data Science and Analytics alongside a team of rockstar analysts, data visualizers, and data scientists to continue the development of the college’s data warehouse. The data engineer will develop, construct, test, and maintain analytical data architectures containing institutional data for Salt Lake Community College. The data engineer will take the lead in data warehouse development including identifying business needs, investigating and relating disparate data sources and creating efficient and performant data pipelines that process raw data into valuable data structures. The data engineer will proactively identify data quality issues and create quality assurance checks, reports, or apply transformations as needed. The data engineer may also develop data products, including dashboards or apps, to communicate complex data relationships or transformations.
Essential Responsibilities and Duties Essential Responsibilities and Duties Continued Preferred Qualifications
Experience with cloud technologies (Docker and Airflow in particular)
Experience with a data warehouse or data integration.
Experience working with a multidisciplinary team of researchers, analysts, and business data users.
Experience with higher education software such as Banner, Canvas, or Starfish.
Three (3) years of experience working with data.
Minimum Qualifications



Knowledge, Skills & Abilities
Non-Essential Responsibilities and Duties Special Instructions

FLSA Exempt SLCC Information"
530,,,"Tampa, FL",Data Science,,FinTek Solutions LLC,,,,,$56K - $118K (Employer est.),"Salt Lake Community College has made a commitment to becoming a data-informed institution to meet ambitious strategic planning metrics. A major portion of this initiative is fueled by the development and continued growth of the college’s data warehouse. The data engineer will work in Data Science and Analytics alongside a team of rockstar analysts, data visualizers, and data scientists to continue the development of the college’s data warehouse. The data engineer will develop, construct, test, and maintain analytical data architectures containing institutional data for Salt Lake Community College. The data engineer will take the lead in data warehouse development including identifying business needs, investigating and relating disparate data sources and creating efficient and performant data pipelines that process raw data into valuable data structures. The data engineer will proactively identify data quality issues and create quality assurance checks, reports, or apply transformations as needed. The data engineer may also develop data products, including dashboards or apps, to communicate complex data relationships or transformations.
Essential Responsibilities and Duties Essential Responsibilities and Duties Continued Preferred Qualifications
Experience with cloud technologies (Docker and Airflow in particular)
Experience with a data warehouse or data integration.
Experience working with a multidisciplinary team of researchers, analysts, and business data users.
Experience with higher education software such as Banner, Canvas, or Starfish.
Three (3) years of experience working with data.
Minimum Qualifications



Knowledge, Skills & Abilities
Non-Essential Responsibilities and Duties Special Instructions

FLSA Exempt SLCC Information"
531,1863,$10+ billion (USD),"Chesterfield, MO",Decision Scientist Co-Op,4.1,Bayer,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"Job Description
Visas accepted- H1B, H4-EAD, GC, GC-EAD, US Citizens, OPT
Must have :
TensorFlow 2.0 and above, TF sequential and Functional model,
TF activations functions : Must have hands on knowledge of RELU, Softmax, Tanh, Sigmoid
TF keras losses : Must have hands on MeanAbsxx, MeanSqxx and CrossEntropy
Keras, Keras functional API
Python - deep hands on knowledge of pandas and scikit
SQL , Stored procedures, Views
Linux : Reasonable working knowledge required, including basic shell scripting.
Nice to have : SQL Alchemy, CX_Oracle or similar direct to pandas integration with SQL. Tableau , Looker"
532,1863,$10+ billion (USD),"Cincinnati, OH","Associate, Data Science",4.1,people*strata,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Decision Scientist Co-Op"
533,Nonprofit Organization,,"Rochester, MN",Associate Data Science Analyst - DOM AI and Innovation,,Mayo Clinic,10000+ Employees,Health Care Services & Hospitals,Health Care,$10+ billion (USD),$56K - $118K (Employer est.),"ENGINE is a media and marketing services company that exists to futureproof clients business. In a fast-changing world, we empower our clients to outperform in the present and win in the future. Driven by data. Fueled by imagination. Powered by technology. Engine is an ecosystem of creative wunderkinds, uber-nerds, business consultants, cultural mavens, and channel specialists working together to help our clients grow. With global headquarters in New York and 16 locations across North America, the UK, Europe, and Asia-Pacific, Engine offers clients a vast range of marketing solutionsincluding insights, content, distribution, data and technology.

POSITION SUMMARY:"
534,Nonprofit Organization,$100 to $500 million (USD),"Bridgeton, MO",Computer Science / Computer Engineer Co-op (Data Science/Machine Vision),4.2,Hunter Engineering,10000+ Employees,Health Care Services & Hospitals,Health Care,,$56K - $118K (Employer est.),"City
Rochester
State
Minnesota
Telecommute
No
Department
Research
Why Mayo Clinic
Mayo Clinic is the nation's best hospital (U.S. News & World Report, 2020-2021) and ranked #1 in more specialties than any other care provider. We have a vast array of opportunities ranging from Nursing, Clinical, to Finance, IT, Administrative, Research and Support Services to name a few. Across all locations, you'll find career opportunities that support diversity, equity and inclusion. At Mayo Clinic, we invest in you with opportunities for growth and development and our benefits and compensation package are highly competitive. We invite you to be a part of our team where you'll discover a culture of teamwork, professionalism, mutual respect, and most importantly, a life-changing career!"
535,1946,$100 to $500 million (USD),"Seattle, WA",Data Science Engineer,3.9,Salesforce,501 to 1000 Employees,Company - Private,Consumer Products Manufacturing,Manufacturing,$56K - $118K (Employer est.),"Overview:
Hunter Engineering Company is a global leader in the development and manufacturing of computer based automotive service equipment. Hunter’s award-winning research and development team of engineers is responsible for hundreds of patented and exclusive features on our equipment. We are in search of a student studying Computer Science or Computer Engineering interested in Data Science.

Job Summary

This position is primarily responsible for the research and development of various features based on Machine Learning. Students work primarily on a Windows PC with Python. Much of the actual machine learning training is done on a Linux machine. There is a lot of real world data from Hunter equipment making this a unique Data Science job.
Responsibilities:

Qualifications:"
536,2000,Unknown / Non-Applicable,"Middletown, NJ",Data Scientist,4.2,Luxoft,10000+ Employees,Company - Public,IT Services,Information Technology,$56K - $118K (Employer est.),
537,2000,Unknown / Non-Applicable,"New York, NY",Data Science Analyst,4.2,CVS Health,10000+ Employees,Company - Public,IT Services,Information Technology,$56K - $118K (Employer est.),"Project Description:
Luxoft has been asked to contract a Data Scientist in support of a number of customer initiatives. The primary objective is to turn statistical information into meaningful, actionable insights in the Telecom/network work environment

Responsibilities:
Responsible for development of customer facing use cases, such as curation analytics, anomaly detection, etc. using rule based / pattern based programming and standard AI/ML models. Development of some use cases will require device farm automation, data scraping & extraction, and/or other methodologies as prescribed by use cases. May also be responsible for data ingestion, common data structures, publishers, building reports, and in the future may be responsible for cloud strategy and engineering backend systems (may be in cloud). This person will have a role of a technical data steward for the output data structures.

Duties include but not limited to:"
538,1963,$2 to $5 billion (USD),"Blue Bell, PA",Data Scientist 1,3.0,PRA Health Sciences,10000+ Employees,Company - Public,,Biotech & Pharmaceuticals,$56K - $118K (Employer est.),"It’s a new day in healthcare!

Combining CVS Health and Aetna was a ground-breaking moment for our company and our industry, establishing CVS Health as the nation’s premier health innovation company. Through our health services, insurance plans and community pharmacists, we’re pioneering a bold new approach to total health.

Looking for opportunities to use cutting edge technologies analyzing petabytes of data in a world class Hadoop cluster? Interested in generating analytical insights that inform provider networks and engagement strategies that support members on their individualized health and wellness journey? Aetna's Provider & Network Analytics team delivers strategically impactful programs and tools that expand convenient access to high-quality and affordable care for all members across multiple channels across all stages of life.

At Aetna, we’re pioneering a total approach to health and wellness. As a Data Analyst on the Analytics & Behavior Change team, you’ll build industry-leading analytics, data, and technology platforms to help reimagine health care. This position will play a critical role within a cross-functional team, delivering powerful solutions that inform network strategy and design, improve network performance and provider engagement, develop new provider offerings, and enhance consumer experience.

You will be part of a fast-paced, innovative, collaborative team, helping solve problems, drive impact, and deliver key insights to our customers by leveraging innovations in data science, machine & deep learning, and predictive modeling techniques. You will derive meaning from data and deploy robust solutions through provider-directed engagement channels (e.g., digital) that helps consumers identify affordable care, when they need it, and with whom.

Fundamental Components

Participates in the development, validation and delivery of algorithms, statistical models and reporting tools. Solves basic analytical problems.

Uses knowledge of basic big data concepts to contribute to existing analytics projects and initiatives.

Uses existing procedures and precedents to solve straightforward problems.

Familiarity with big data concepts. Works with manager and members of a single team.

Presents recommendations to manager of team.

With direction, performs analyses of structured and unstructured data to solve basic business problems utilizing advanced statistical techniques and mathematical analyses.

Uses data visualization techniques to effectively communicate analytical results and support business decisions.

Recommends additional sources of data for improvements.

Documents data gathering and processing and provides a detailed set of results and analytical metrics.


0 - 1 year of business experience leading analyses and initiatives with track record of business impact.

0-1 year total business experience. May be directly out of undergraduate program.

0 - 1 year of experience strategy consulting or on strategy teams in large companies

0 - 1 year experience programming using R, Hadoop, or Python

Experience in SAS or SQL or other programming languages.


Healthcare sector experience preferred

Demonstrates strong ability to communicate technical concepts and implications to business partners.

Anticipates and prevents problems and roadblocks before they occur.


Bachelor's degree in quantitative field, or an equivalent combination of formal education and experience.


At CVS Health, we are joined in a common purpose: helping people on their path to better health. We are working to transform health care through innovations that make quality care more accessible, easier to use, less expensive and patient-focused. Working together and organizing around the individual, we are pioneering a new approach to total health that puts people at the heart."
539,1976,,"Washington, DC",SAS Data Scientist,4.1,FAAZ Consulting,10000+ Employees,Company - Public,Biotech & Pharmaceuticals,,$56K - $118K (Employer est.),"ICON plc is a world-leading healthcare intelligence and clinical research organisation. From molecule to medicine, we advance clinical research providing outsourced services to pharmaceutical, biotechnology, medical device and government and public health organisations.

With our patients at the centre of all that we do, we help to accelerate the development of drugs and devices that save lives and improve quality of life.

Our people are our greatest strength, are at the core of our culture, and the driving force behind our success. ICON people have a mission to succeed and a passion that ensures what we do, we do well.
Responsibilities
Using applications in Oracle SQL databases, Unix, Hadoop, and MS Office. Designs and develops Operational Data Store (ODS) and Dimensional DataMart model storage solutions Develops comprehensive data integration into custom data warehouse projects. Designs and develops both ad hoc and static reporting solutions. Designs and administers data quality mechanisms. Delivers robust test cases, plans, and strategies. Handles all phases of Software Development Life Cycle, including facilitation, collaboration, knowledge transfer, process improvement, and automate into production environment Troubleshoot issues related to existing warehouses to meet client deliverable SLAs."
540,1863,$10+ billion (USD),"Chesterfield, MO",Precision Genomics Data Science Co-Op,4.1,Bayer,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$23 - $31 Per Hour(Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op"
541,1863,$10+ billion (USD),"San Jose, CA",Data Scientist 1,4.1,PayPal,10000+ Employees,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$23 - $31 Per Hour(Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op"
542,1863,$10+ billion (USD),"Irving, TX","Entry-Level Data Positions (Data Engineer, Machine Learning & Visualization)",4.1,Citi,10000+ Employees,Company - Public,Internet,Information Technology,$23 - $31 Per Hour(Employer est.),"Bayer is a global enterprise with core competencies in the Life Science fields of health care and agriculture. Its products and services are designed to benefit people and improve their quality of life. At Bayer you have the opportunity to be part of a culture where we value the passion of our employees to innovate and give them the power to change.


Precision Genomics Data Science Co-Op"
543,1998,$10+ billion (USD),"Chicago, IL",Data Engineer,4.1,Treeco Group,10000+ Employees,,Investment Banking & Asset Management,Finance,$23 - $31 Per Hour(Employer est.),"Who we are: Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 392 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.
Job Description Summary: Simility, a PayPal Service, is an end-to-end fraud management platform helping large merchants, banks, and other Fortune 1000 companies manage fraud and risk. Our systems help enterprises detect fraudulent events real time and help protect these enterprises from online threats. We do so by creatively harnessing the power of data, machine learning and humans and be on the cutting edge of fraud detection techniques and algorithms. Simility welcomes big thinkers and passionate team players, who are ready to take their career to the next level."
